  opid  |              opbl              |     cont      | medida | condicion |   autorizado   |     inicio     |     inicio     |     cierre     |          conocimiento          |                         descripcion                          | bultos |   peso   | volumen | fotosc | fotosm | mc | imo | cantidad_operarios | maq |        operador        | idcont | egresoid | idencode | idegresoencode 
  31280 | SYNFOC24SE080004               | HJMU 493080-0 |     40 | PIER      | 14-10-24 17:30 | 15-10-24 09:19 | 15-10-24 15:07 | 15-10-24 15:08 | SYNFOC24SE080004               | YOGA MAT Y ACCESORIES YOGA                                   |    484 |     6686 |      49 |      0 |      8 |  1 |   0 |                  0 |   1 | Franco Perez           |    743 |       86 | NzQz     | ODY=
  31386 | 243349960/243939042            | UETU 295124-8 |     20 | PIER      | 21-10-24 09:30 | 21-10-24 15:28 | 21-10-24 16:22 | 21-10-24 16:26 | MVANES29082024-3               | EMBAJADA DE ESPAÑA - MOTO SUZUKI DL650A                      |      1 |      203 |      10 |      0 |      4 |  0 |   0 |                    |     | Nicolas Nuñez          |    796 |       87 | Nzk2     | ODc=
  31793 | IBC1247872                     | CMAU 734914-9 |     40 | PIER      | 07-11-24 12:40 | 07-11-24 14:33 | 07-11-24 15:58 | 07-11-24 16:29 | P0017781A                      | WODEN FURNITURE ANTONIO GONZALEZ                             |     81 |     4925 |      30 |      0 |     28 |    |     |                    |     |                        |    882 |       88 | ODgy     | ODg=
  31793 | IBC1247872                     | CMAU 734914-9 |     40 | PIER      | 07-11-24 12:40 | 07-11-24 14:33 | 07-11-24 15:58 | 07-11-24 16:29 | P0017781B                      | MOTOCICLETA                                                  |      1 |      216 |       5 |      0 |     14 |    |     |                    |     |                        |    882 |       89 | ODgy     | ODk=
  31793 | IBC1247872                     | CMAU 734914-9 |     40 | PIER      | 07-11-24 12:40 | 07-11-24 14:33 | 07-11-24 15:58 | 07-11-24 16:29 | P0017781C                      | AUTO -                                                       |      1 |     1739 |      15 |      0 |     22 |    |     |                    |     |                        |    882 |       90 | ODgy     | OTA=
  31695 | FDF0177211                     | TRHU 328851-7 |     20 | PIER      | 04-11-24 10:30 | 04-11-24 15:38 | 04-11-24 16:11 | 04-11-24 16:20 | MVANES20241024                 | CHIATELLO RAMON / EFECTOS PERSONALES                         |     19 |     3791 |      20 |      0 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |    865 |       91 | ODY1     | OTE=
  31586 | AIQ0107377                     | TCLU 418014-6 |     40 | PIER      | 29-10-24 10:10 | 30-10-24 15:47 | 30-10-24 16:57 | 30-10-24 17:22 | MVANES20241909                 | CEDEÑO CAROLL                                                |    219 |     4500 |      45 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |    844 |       92 | ODQ0     | OTI=
  31501 | ZIMUCRT906161/1                | JXLU 629743-1 |     40 | PIER      | 24-10-24 16:40 | 24-10-24 18:12 | 24-10-24 18:16 | 24-10-24 18:24 | LIFBUE24100021                 | MUDANZA - ZINK SHAWNA MICHELLE                               |    171 |     3456 |      36 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |    832 |       93 | ODMy     | OTM=
  31794 | ONEYRTME28277900               | ONEU 037738-8 |     40 | PIER      | 07-11-24 18:00 | 08-11-24 16:18 | 08-11-24 18:04 | 08-11-24 18:05 | LIFBUE24110003                 | HOUSEHOLD GOODS / BREA ANA                                   |    146 |     6704 |      66 |      0 |     12 |  1 |   0 |                    |     | Nicolas Nuñez          |    883 |       94 | ODgz     | OTQ=
  32026 | 245175296                      | TCNU 779794-6 |     40 | PIER      | 21-11-24 16:50 | 21-11-24 17:26 | 21-11-24 17:29 | 21-11-24 17:29 | 245175296                      | AUTOMOVIL  DODGE 1930                                        |      1 |     1200 |       5 |      0 |     32 |  1 |   0 |                    |     | Gabriel Jurado         |    949 |       95 | OTQ5     | OTU=
  32076 | SEA30/2410-0052A               | MRKU 042968-4 |     40 | PIER      | 25-11-24 08:40 | 25-11-24 11:59 | 25-11-24 12:00 | 25-11-24 12:05 | SEA30/2410-0052A               | FERTILIZANTES Y SUSTRATOS ORGANICOS                          |     21 |    21285 |      46 |      0 |      6 |  0 |   0 |                  0 |   1 | Franco Perez           |    961 |       96 | OTYx     | OTY=
  31430 | MEDUHM969018                   | MEDU 420503-8 |     40 | PIER      | 22-10-24 18:10 | 23-10-24 13:49 | 23-10-24 13:53 | 23-10-24 14:22 | LIFBUE24100016                 | MUDANZA - FERNNDEZ JOSE                                      |    336 |     6241 |      60 |      0 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |    818 |       97 | ODE4     | OTc=
  31979 | MEDUDO443086                   | MSDU 158543-5 |     20 | PIER      | 19-11-24 12:20 | 20-11-24 09:30 | 20-11-24 11:11 | 20-11-24 11:14 | MVANES20240310                 | DE FRANCHESCHI PEDRO                                         |    122 |     2990 |      27 |      6 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |    946 |       98 | OTQ2     | OTg=
  32172 | HLCUBSC2409BOHK4               | HLXU 355971-4 |     20 | PIER      | 28-11-24 16:50 | 29-11-24 12:26 | 29-11-24 13:44 | 29-11-24 13:56 | SEA007360-1                    | MUDANZA - RIOBO MARIELA SONIA                                |     64 |     2532 |      29 |      0 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |    969 |       99 | OTY5     | OTk=
  32172 | HLCUBSC2409BOHK4               | HLXU 355971-4 |     20 | PIER      | 28-11-24 16:50 | 29-11-24 12:26 | 29-11-24 13:44 | 29-11-24 13:56 | SEA007360                      | OTO KTM 2024                                                 |      1 |      203 |       5 |      0 |      8 |    |     |                    |     |                        |    969 |      100 | OTY5     | MTAw
  31415 | 243870224                      | MRKU 060858-7 |     40 | PIER      | 21-10-24 18:20 | 22-10-24 08:07 | 22-10-24 08:16 | 22-10-24 08:16 | MSA170434                      | ALARM PARTS                                                  |     33 |     4396 |      28 |      0 |     10 |  1 |   0 |                    |     | Gabriel Jurado         |    810 |      101 | ODEw     | MTAx
  31695 | FDF0177211                     | TRHU 328851-7 |     20 | PIER      | 04-11-24 10:30 | 04-11-24 15:38 | 04-11-24 16:11 | 04-11-24 16:20 | MVANES20241024-01              | CHIATELLO RAMON / AUTO AUDI Q2                               |      1 |     1000 |       5 |      0 |     38 |  0 |   0 |                    |     | Nicolas Nuñez          |    865 |      102 | ODY1     | MTAy
  31976 | CTLTSZ1000596749               | MRSU 520106-7 |     40 | PIER      | 19-11-24 09:10 | 19-11-24 12:21 | 19-11-24 12:33 | 19-11-24 13:56 | CTLTSZ1000596749               | CBU TV                                                       |     28 |     2484 |      32 |      0 |      6 |  0 |   0 |                    |     | Franco Perez           |    939 |      103 | OTM5     | MTAz
  31977 | CTLTSZ1000593575               | SUDU 686403-0 |     40 | PIER      | 19-11-24 09:10 | 19-11-24 12:11 | 19-11-24 12:18 | 19-11-24 13:55 | CTLTSZ1000593575               | CBU TV                                                       |     28 |     2484 |      32 |      0 |      6 |  1 |   0 |                    |     | Franco Perez           |    940 |      104 | OTQw     | MTA0
  31861 | EID0819876                     | TRIU 035606-2 |     20 | PIER      | 11-11-24 10:30 | 11-11-24 16:46 | 12-11-24 08:56 | 12-11-24 09:55 | EID0819876                     | MOTOR DE BARCO                                               |      1 |    18180 |      20 |      0 |     18 |  1 |   0 |                  2 |   1 | Gabriel Jurado         |    908 |      105 | OTA4     | MTA1
  32198 | 245395964                      | MSKU 717784-2 |     20 | PIER      | 29-11-24 10:50 | 29-11-24 11:30 | 29-11-24 11:40 | 29-11-24 12:18 | MVANES20240511                 | VIETTO                                                       |     97 |     1410 |      15 |      0 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |    976 |      106 | OTc2     | MTA2
  31880 | MEDUHE072903                   | MSDU 474383-2 |     40 | PIER      | 12-11-24 08:50 | 12-11-24 09:21 | 12-11-24 17:38 | 13-11-24 15:43 | LIFBUE24110005                 | TERRAZA HORACIO                                              |    309 |     4191 |      55 |      6 |     16 |  1 |   0 |                    |     | Nicolas Nuñez          |    920 |      107 | OTIw     | MTA3
  31798 | ONEYLIVE35573800               | ONEU 239796-9 |     20 | PIER      | 07-11-24 17:50 | 08-11-24 17:11 | 08-11-24 17:14 | 08-11-24 17:16 | LIFBUE24110004                 | VON SCHEIDT CHRISTIAN                                        |    131 |     3970 |      22 |     10 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |    885 |      108 | ODg1     | MTA4
  31879 | TPNGBSG24096008                | TGBU 569944-7 |     40 | PIER      | 12-11-24 09:00 | 12-11-24 15:44 | 12-11-24 15:50 | 12-11-24 15:55 | TPNGBSG24096008                | CORRUGATED BOX                                               |    998 |    16104 |      70 |      6 |      4 |  0 |   0 |                    |     | Nicolas Nuñez          |    921 |      109 | OTIx     | MTA5
  31879 | TPNGBSG24096008                | ZCSU 863287-9 |     40 | PIER      | 12-11-24 09:00 | 12-11-24 11:45 | 12-11-24 15:49 | 12-11-24 15:55 | TPNGBSG24096008                | CORRUGATED BOX                                               |    516 |    12008 |      60 |      0 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |    922 |      110 | OTIy     | MTEw
  31896 | TPSHKSG24086047                | KOCU 223415-4 |     20 | PIER      | 12-11-24 18:20 | 13-11-24 17:19 | 13-11-24 18:29 | 13-11-24 18:32 | TPSHKSG24086047                | STRETCH FILM                                                 |   1407 |    15500 |      30 |      6 |      6 |  1 |   0 |                  6 |   1 | Franco Perez           |    926 |      111 | OTI2     | MTEx
  32282 | NGP1671448                     | APHU 666634-6 |     40 | PIER      | 05-12-24 08:40 | 06-12-24 16:25 | 06-12-24 16:27 | 06-12-24 16:41 | NGP1671448                     | JUGUETES                                                     |    455 |     9740 |      68 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   1006 |      112 | MTAwNg== | MTEy
  32343 | MEDUD8725357                   | MSCU 640201-9 |     20 | PIER      | 09-12-24 10:21 | 09-12-24 14:18 | 09-12-24 14:25 | 09-12-24 15:35 | BCN559BUE                      | MUDANZA - GATTI AGOSTINA                                     |    131 |     2799 |      25 |      0 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   1025 |      113 | MTAyNQ== | MTEz
  31906 | ONEYPKGE63502500               | BMOU 149064-5 |     20 | PIER      | 13-11-24 10:40 | 13-11-24 16:50 | 13-11-24 17:01 | 13-11-24 17:45 | LIFBUE24100022                 | BALAGUER MANUEL JOSE                                         |    188 |     2291 |      25 |      4 |     10 |  0 |   0 |                    |     | Gabriel Jurado         |    927 |      114 | OTI3     | MTE0
  31752 | HLCUTOR240810134               | HLBU 152685-9 |     40 | PIER      | 05-11-24 17:40 | 06-11-24 09:38 | 06-11-24 09:43 | 06-11-24 10:54 | LIFBUE24110001                 | SAVARIAU YVES / EFECTOS PERSONALES                           |    253 |     4210 |      40 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |    879 |      115 | ODc5     | MTE1
  32157 | KAOBAZ10978Y01                 | BSIU 981124-3 |     40 | PIER      | 27-11-24 08:50 | 28-11-24 10:36 | 28-11-24 10:55 | 28-11-24 10:55 | KAOBAZ10978Y01                 | MAQUINA EXTRUSORA                                            |      3 |    17590 |      65 |      0 |     18 |  1 |   0 |                  0 |   1 | Gabriel Jurado         |    967 |      116 | OTY3     | MTE2
  31057 | OLGM243553                     | TRHU 547935-9 |     40 | PIER      | 01-10-24 08:50 | 02-10-24 11:00 | 02-10-24 11:32 | 02-10-24 16:06 | OLGM243553                     | KAMADO GRILL                                                 |    251 |    15200 |      65 |      0 |      6 |  1 |   0 |                  2 |   1 | Franco Perez           |    716 |      117 | NzE2     | MTE3
  31280 | SYNFOC24SE080004               | HJMU 493080-0 |     40 | PIER      | 14-10-24 17:30 | 15-10-24 09:19 | 15-10-24 15:07 | 15-10-24 15:08 | SYNFOC24SE080004               | YOGA MAT Y ACCESORIES YOGA                                   |    484 |     6686 |      49 |      0 |      8 |  1 |   0 |                  0 |   1 | Franco Perez           |    743 |      118 | NzQz     | MTE4
  32340 | IBC1260097                     | BEAU 280168-6 |     20 | PIER      | 06-12-24 18:31 | 10-12-24 16:43 | 10-12-24 16:49 | 10-12-24 16:53 | NS125-A                        | DE BIN DAMIAN                                                |    178 |     1870 |      25 |     10 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |   1022 |      119 | MTAyMg== | MTE5
  32360 | HLUSPIL240905003               | GCXU 244366-0 |     20 | PIER      | 09-12-24 19:11 | 10-12-24 12:24 | 10-12-24 13:33 | 10-12-24 14:51 | MVANLT20241609                 | EMBAJADA DE EEUU / AUTO VOLKSWAGEN TAOS                      |      1 |     2350 |      13 |      0 |     22 |  0 |   0 |                    |     | Nicolas Nuñez          |   1026 |      120 | MTAyNg== | MTIw
  31657 | ONEYRTME27683900               | TCLU 385969-9 |     20 | PIER      | 01-11-24 18:20 | 04-11-24 16:33 | 04-11-24 16:44 | 04-11-24 17:25 | EDWBUE24100002                 | FUENTES MATIAS                                               |    158 |     3100 |      26 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |    863 |      121 | ODYz     | MTIx
  32341 | IBC1264784                     | APZU 348245-6 |     20 | PIER      | 06-12-24 18:31 | 10-12-24 14:27 | 10-12-24 14:37 | 10-12-24 14:51 | NS131                          | VIGIL MATIAS / EFECTOS PERSONALES                            |    123 |      886 |      25 |      0 |     16 |  0 |   0 |                    |     | Nicolas Nuñez          |   1021 |      122 | MTAyMQ== | MTIy
  31446 | HLCUME3240824693               | BMOU 276992-7 |     20 | PIER      | 23-10-24 13:20 | 23-10-24 18:48 | 23-10-24 18:59 | 23-10-24 19:08 | LIFBUE24100019                 | MUDANZA - MAMANI EDMUNDO                                     |     66 |     1416 |      22 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |    820 |      123 | ODIw     | MTIz
  31863 | HLCUBSC2408BIFI4               | HLBU 208757-6 |     40 | PIER      | 19-11-24 15:10 | 20-11-24 13:58 | 20-11-24 15:12 | 20-11-24 15:39 | HLCUBSC2408BIFI4               | FILM                                                         |     18 |    25121 |      42 |      0 |     10 |  0 |   0 |                    |     | Franco Perez           |    904 |      124 | OTA0     | MTI0
  31863 | HLCUBSC2408BIFI4               | HLBU 171767-0 |     40 | PIER      | 19-11-24 15:10 | 20-11-24 14:13 | 20-11-24 15:13 | 20-11-24 15:39 | HLCUBSC2408BIFI4               | FILM                                                         |     18 |    25121 |      42 |      0 |     10 |  1 |   0 |                    |     | Franco Perez           |    906 |      125 | OTA2     | MTI1
  31863 | HLCUBSC2408BIFI4               | GCXU 510647-2 |     40 | PIER      | 19-11-24 15:10 | 20-11-24 14:36 | 20-11-24 15:11 | 20-11-24 15:40 | HLCUBSC2408BIFI4               | FILM                                                         |     18 |    25121 |      42 |      0 |     12 |  0 |   0 |                    |     | Franco Perez           |    905 |      126 | OTA1     | MTI2
  31863 | HLCUBSC2408BIFI4               | FANU 342089-4 |     40 | PIER      | 19-11-24 15:10 | 20-11-24 14:54 | 20-11-24 15:10 | 20-11-24 15:40 | HLCUBSC2408BIFI4               | FILM                                                         |     18 |    25121 |      42 |      0 |      8 |  0 |   0 |                    |     | Franco Perez           |    907 |      127 | OTA3     | MTI3
  31981 | ZIMUCRT906365                  | CAIU 350589-4 |     20 | PIER      | 19-11-24 12:20 | 20-11-24 16:36 | 20-11-24 16:38 | 20-11-24 17:27 | LIFBUE24110007                 | HOUSEHOLD GOODS & PERSONAL EFFECTS                           |     55 |     1298 |      18 |      6 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |    947 |      128 | OTQ3     | MTI4
  32304 | TCNB2410224                    | TEMU 817862-7 |     40 | PIER      | 13-12-24 14:01 | 17-12-24 10:55 | 17-12-24 10:57 | 17-12-24 12:02 | TCNB2410224                    | DESMALEZADORA                                                |    325 |     6500 |      69 |      6 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   1011 |      129 | MTAxMQ== | MTI5
  32304 | TCNB2410224                    | TCNU 695288-4 |     40 | PIER      | 13-12-24 14:01 | 16-12-24 17:20 | 16-12-24 17:27 | 16-12-24 17:52 | TCNB2410224                    | DESMALEZADORA                                                |    307 |     6818 |      69 |      6 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |   1010 |      130 | MTAxMA== | MTMw
  32304 | TCNB2410224                    | TCNU 555102-2 |     40 | PIER      | 13-12-24 14:01 | 16-12-24 19:41 | 16-12-24 19:42 | 17-12-24 12:02 | TCNB2410224                    | DESMALEZADORA                                                |    325 |     6710 |      69 |      4 |      4 |  0 |   0 |                    |     | Nicolas Nuñez          |   1009 |      131 | MTAwOQ== | MTMx
  32420 | OOLU2749466890                 | CCLU 523155-5 |     40 | PIER      | 12-12-24 15:31 | 12-12-24 18:19 | 12-12-24 18:23 | 12-12-24 19:48 | LIFBUE24110008                 | GUIDI VAZQUEZ/ EFECTOS P
