id,Contenedor,Cliente,Entrega,Vto. Vacio,Tipo,Peso,Cantidad,Envase,Estado,key,fecha_registro,chofer,Fecha y Hora Fin,Observaciones,Transporte
55.0,MRKU-000630-0,Southcross Logistics...,Maersk Arg.,09/09,HC,6949.5,1084.0,Bultos,Realizado - sin dato,MRKU-000630-0_Southcross Logistics...,2025-09-09T20:05:32.480701,nan,,,
56.0,ZCSU-769860-8,Mercovan Argentina S...,Gamma Mujica,17/09,DC,2782.0,165.0,Bultos,Realizado - sin dato,ZCSU-769860-8_Mercovan Argentina S...,2025-09-10T21:20:32.31247,Adrian Alvarez,,,
75.0,CMAU-239086-0,Mercovan Argentina S...,Terminal 7,18/09,DC,1200.0,62.0,Bultos,Realizado - sin dato,CMAU-239086-0_Mercovan Argentina S...,2025-09-15T12:05:39.469175,nan,,,
46.0,TGBU-997552-2,Edificios Comahue So...,Trp - Terminales 1-2-3,14/09,HC,9460.0,1.0,Bultos,Realizado - sin dato,TGBU-997552-2_Edificios Comahue So...,2025-09-05T12:05:33.039718,nan,,,
57.0,BSIU-338082-7,Lift Van Int. Co S.A,Hiperbaires - Icb T.Sur,12/09,DC,2332.0,150.0,Bultos,Realizado - sin dato,BSIU-338082-7_Lift Van Int. Co S.A,2025-09-10T21:20:32.414761,daniel ruiz,,,
53.0,TRHU-374815-0,Mercovan Argentina S...,Trp - Terminales 1-2-3,13/09,DC,3180.0,153.0,Bultos,Realizado - sin dato,TRHU-374815-0_Mercovan Argentina S...,2025-09-08T20:35:32.023109,daniel ruiz,,,
48.0,UACU-388583-0,Mercovan Argentina S...,Huxley Sa,12/09,DR,1000.0,57.0,Bultos,Realizado - sin dato,UACU-388583-0_Mercovan Argentina S...,2025-09-05T21:50:31.960378,nan,,,
52.0,MEDU-522472-6,Lift Van Int. Co S.A,Medlog Sarandi,12/09,DC,1660.0,1.0,Bultos,Realizado - sin dato,MEDU-522472-6_Lift Van Int. Co S.A,2025-09-08T20:35:31.914367,David Sanchez,,,
73.0,TEMU-407810-5,Jet Cargo S.A.,Hiperbaires - Icb T.Sur,15/09,DC,2580.0,10.0,Bultos,Realizado - sin dato,TEMU-407810-5_Jet Cargo S.A.,2025-09-12T18:35:32.139503,Alan Porco,,,
47.0,MRKU-104094-8,Grupo Rsm Srl,Maersk Arg.,16/09,DC,3440.0,2.0,Bultos,Realizado - sin dato,MRKU-104094-8_Grupo Rsm Srl,2025-09-05T21:35:32.408346,nan,,,
50.0,MRKU-062645-1,Grupo Rsm Srl,Maersk Arg.,16/09,DC,4050.0,3.0,Bultos,Realizado - sin dato,MRKU-062645-1_Grupo Rsm Srl,2025-09-05T21:50:32.172108,nan,,,
60.0,BSIU-851743-0,Fedtex S.R.L,Hiperbaires - Icb T.Sur,22/09,HC,25214.9,1138.0,Bultos,Realizado - sin dato,BSIU-851743-0_Fedtex S.R.L,2025-09-10T21:20:32.741314,nan,,,
64.0,ZCSU-732458-9,Fedtex S.R.L,Hiperbaires - Icb T.Sur,21/09,HC,20680.0,871.0,Rollos,Realizado - sin dato,ZCSU-732458-9_Fedtex S.R.L,2025-09-11T12:05:31.950599,Marcelo Porco,,,
65.0,JXLU-785431-5,Geo Logistics Argent...,Hiperbaires - Icb T.Sur,20/09,HC,17660.0,328.0,Bultos,Realizado - sin dato,JXLU-785431-5_Geo Logistics Argent...,2025-09-11T12:05:32.055014,Ariel Ortiz,,,
66.0,ZCSU-692856-3,Juliana Sa,-,30/09,HC,22456.0,0.0,-,Realizado - sin dato,ZCSU-692856-3_Juliana Sa,2025-09-11T12:05:32.14925,nan,,,
58.0,ZCSU-849076-9,Mercovan Argentina S...,Gamma Mujica,17/09,DC,6924.0,313.0,Bultos,Realizado - sin dato,ZCSU-849076-9_Mercovan Argentina S...,2025-09-10T21:20:32.526614,nan,,,
71.0,UETU-287941-5,Lift Van Int. Co S.A,Medlog Sarandi,18/09,DC,2045.0,1.0,Bultos,Realizado - sin dato,UETU-287941-5_Lift Van Int. Co S.A,2025-09-12T18:20:32.201311,Adrian Alvarez,,,
83.0,HLXU-855489-1,Bymar Transforwardin...,Huxley Sa,24/09,HC,1037.0,95.0,Bultos,Realizado - sin dato,HLXU-855489-1_Bymar Transforwardin...,2025-09-16T18:50:42.271618,nan,,,
68.0,CAIU-478264-0,Bisora Group Sa,-,01/10,HC,23184.0,0.0,-,Realizado - sin dato,CAIU-478264-0_Bisora Group Sa,2025-09-11T21:05:32.238971,nan,,,
61.0,LYGU-021127-0,Eramine Sudamerica S...,Terminal 7,22/09,HC,10500.0,500.0,Bultos,Realizado - sin dato,LYGU-021127-0_Eramine Sudamerica S...,2025-09-10T21:20:32.82944,nan,,,
62.0,LYGU-021135-1,Eramine Sudamerica S...,Terminal 7,22/09,HC,10500.0,500.0,Bultos,Realizado - sin dato,LYGU-021135-1_Eramine Sudamerica S...,2025-09-10T21:20:32.920703,nan,,,
81.0,HLBU-164292-5,Lift Van Int. Co S.A,Huxley Sa,23/09,HC,2920.0,237.0,Bultos,Realizado - sin dato,HLBU-164292-5_Lift Van Int. Co S.A,2025-09-16T18:50:42.085118,Dario Benitez,,,
70.0,MSBU-457668-2,Lift Van Int. Co S.A,Exolgan,20/09,DC,4996.0,8.0,Bultos,Realizado - sin dato,MSBU-457668-2_Lift Van Int. Co S.A,2025-09-12T18:20:32.117238,BOLLOTTA NICOLAS,,,
78.0,MEDU-571669-1,Mercovan Argentina S...,Exolgan,18/09,DR,1750.9,1.0,Bultos,Realizado - sin dato,MEDU-571669-1_Mercovan Argentina S...,2025-09-16T12:05:39.506927,Tte diosito,,,
51.0,MEDU-540410-0,Refractarios Argenti...,Medlog Sarandi,13/09,DR,18360.0,10.0,Bultos,Realizado - sin dato,MEDU-540410-0_Refractarios Argenti...,2025-09-08T12:20:31.768595,nan,,,
82.0,MEDU-291435-3,Mercovan Argentina S...,Hiperbaires - Icb T.Sur,20/09,DC,1526.0,90.0,Bultos,Realizado - sin dato,MEDU-291435-3_Mercovan Argentina S...,2025-09-16T18:50:42.17716,nan,,,
79.0,ZIMU-315529-0,Vertisoles Srl,Hiperbaires - Icb T.Sur,17/09,DR,13380.0,580.0,Bultos,Realizado - sin dato,ZIMU-315529-0_Vertisoles Srl,2025-09-16T18:50:41.902035,nan,,,
59.0,ZIMU-303202-1,Lift Van Int. Co S.A,Hiperbaires - Icb T.Sur,17/09,DC,1073.0,0.0,-,Realizado - sin dato,ZIMU-303202-1_Lift Van Int. Co S.A,2025-09-10T21:20:32.643086,nan,,,
74.0,TCKU-338199-8,Lift Van Int. Co S.A,Hiperbaires - Icb T.Sur,30/09,DC,1406.0,76.0,Bultos,Realizado - sin dato,TCKU-338199-8_Lift Van Int. Co S.A,2025-09-12T22:05:32.063446,nan,,,
63.0,FCIU-890261-3,All Trade S.A.,Exolgan,23/09,HC,24702.8,900.0,Cajas,Realizado 12/09/2025 11:44,FCIU-890261-3_All Trade S.A.,2025-09-11T11:50:32.08539,nan,,,
69.0,OOCU-848543-9,Verde Fuerte Srl,Trp - Terminales 1-2-3,21/09,HC,23720.0,21.0,Pallets,Realizado - sin dato,OOCU-848543-9_Verde Fuerte Srl,2025-09-12T18:20:32.032258,Alexis Ibañez,,,
67.0,ZCSU-691113-3,Lift Van Int. Co S.A,Gamma Mujica,10/09,DC,5244.0,236.0,Bultos,Realizado - sin dato,ZCSU-691113-3_Lift Van Int. Co S.A,2025-09-11T21:05:32.133791,Claudio Schaumayer,,,
146.0,TLLU-228929-1,Mercovan Argentina S...,Terminal 7,28/09,DC,2032.0,82.0,Bultos,Realizado - sin dato,TLLU-228929-1_Mercovan Argentina S...,2025-09-25T18:50:32.071836,Nahuel Ortiz,,,
72.0,DFSU-433491-0,Mercovan Argentina S...,Huxley Sa,18/09,DC,5466.0,336.0,Bultos,Realizado - sin dato,DFSU-433491-0_Mercovan Argentina S...,2025-09-12T18:20:32.287771,nan,,,
172.0,EGHU-849387-9,Pantografos Cam Cnc ...,-,06/10,HC,0.0,0.0,-,Realizado - sin dato,EGHU-849387-9_Pantografos Cam Cnc ...,2025-10-01T17:20:32.296656,nan,,,
80.0,EITU-106334-7,Novelty Trend Srl,Trp - Terminales 1-2-3,28/09,HC,23475.0,1027.0,Rollos,Realizado - sin dato,EITU-106334-7_Novelty Trend Srl,2025-09-16T18:50:41.997629,nan,,,
155.0,MRKU-084892-6,Grupo Rsm Srl,Maersk Arg.,07/10,DC,3345.0,2.0,Bultos,Realizado - sin dato,MRKU-084892-6_Grupo Rsm Srl,2025-09-26T19:50:36.12718,nan,,,
347.0,OOLU-997137-0,Rk Elevaciones Srl,Trp - Terminales 1-2-3,25/11,HC,13951.0,3.0,Bultos,Realizado - sin dato,OOLU-997137-0_Rk Elevaciones Srl,2025-11-10T11:50:32.299843,nan,,,
89.0,GESU-112370-3,Lift Van Int. Co S.A,Terminal 7,22/09,DC,1190.0,59.0,Bultos,Realizado - sin dato,GESU-112370-3_Lift Van Int. Co S.A,2025-09-16T18:50:42.833009,nan,,,
84.0,DFSU-135441-9,Lift Van Int. Co S.A,-,06/10,DC,1642.0,3.0,Bultos,Realizado - sin dato,DFSU-135441-9_Lift Van Int. Co S.A,2025-09-16T18:50:42.366449,nan,,,
164.0,MSDU-458869-6,Lift Van Int. Co S.A,Exolgan,07/10,DC,4698.0,223.0,Bultos,Realizado - sin dato,MSDU-458869-6_Lift Van Int. Co S.A,2025-09-30T14:35:32.196547,nan,,,
184.0,MSKU-020688-8,Mercovan Argentina S...,Cma Cgm,03/10,HC,3650.0,3.0,Bultos,Realizado - sin dato,MSKU-020688-8_Mercovan Argentina S...,2025-10-03T11:50:33.36389,nan,,,
191.0,TGBU-325399-1,Lift Van Int. Co S.A,-,23/10,DC,2000.0,0.0,-,Realizado - sin dato,TGBU-325399-1_Lift Van Int. Co S.A,2025-10-03T14:50:32.244849,nan,,,
283.0,MSKU-590196-4,Refractarios Argenti...,Gamma Mujica,30/10,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSKU-590196-4_Refractarios Argenti...,2025-10-27T21:05:31.885955,nan,,,
156.0,FSCU-474399-7,Mercovan Argentina S...,Exolgan,01/10,DC,6069.06,269.0,Bultos,Realizado - sin dato,FSCU-474399-7_Mercovan Argentina S...,2025-09-26T19:50:36.231404,nan,,,
276.0,MSMU-148165-3,Impulso Jm S.A.,Medlog Sarandi,07/11,DC,3725.12,122.0,Bultos,Realizado - sin dato,MSMU-148165-3_Impulso Jm S.A.,2025-10-23T19:35:31.587396,nan,,,
147.0,MRKU-908103-3,Mercovan Argentina S...,Maersk Arg.,28/10,DR,230.0,72.0,Bultos,Realizado - sin dato,MRKU-908103-3_Mercovan Argentina S...,2025-09-25T19:50:35.902768,Marcelo Peril,,,
169.0,CMAU-715026-5,Lift Van Int. Co S.A,Cma Cgm,07/10,HC,4980.0,208.0,Bultos,Realizado - sin dato,CMAU-715026-5_Lift Van Int. Co S.A,2025-09-30T21:20:32.308137,nan,,,
176.0,BEAU-578719-6,Grupo Leal-Tex S.R.L...,Trp - Terminales 1-2-3,04/10,HC,11909.8,658.0,Bultos,Realizado - sin dato,BEAU-578719-6_Grupo Leal-Tex S.R.L...,2025-10-01T21:05:32.468954,nan,,,
291.0,MRKU-908223-5,Hra Consultora,Maersk Arg.,08/11,DR,2155.0,1.0,Bultos,Realizado - sin dato,MRKU-908223-5_Hra Consultora,2025-10-30T18:50:32.368008,nan,,,
252.0,DRYU-929698-2,Impacto Jean S.A.,Trp - Terminales 1-2-3,17/10,HC,20372.3,917.0,Rollos,Realizado - sin dato,DRYU-929698-2_Impacto Jean S.A.,2025-10-17T21:20:31.951886,nan,,,
267.0,SUDU-769056-6,Refractarios Argenti...,-,05/11,DC,25050.0,25.0,Bultos,Realizado - sin dato,SUDU-769056-6_Refractarios Argenti...,2025-10-21T20:05:32.336776,nan,,,
199.0,OOCU-722084-1,Ba Comex S.A,Trp - Terminales 1-2-3,22/10,HC,21480.0,945.0,Rollos,Realizado - sin dato,OOCU-722084-1_Ba Comex S.A,2025-10-09T18:35:32.5272,nan,,,
211.0,BMOU-470500-6,Sanyo Color Sa,Exolgan,16/10,HC,26978.8,40.0,Pallets,Realizado - sin dato,BMOU-470500-6_Sanyo Color Sa,2025-10-10T12:35:33.233147,nan,,,
218.0,TGHU-508972-3,Edelweiss Spedition ...,Terminal 7,16/10,DC,1846.0,2.0,Bultos,Realizado - sin dato,TGHU-508972-3_Edelweiss Spedition ...,2025-10-13T11:35:32.550288,nan,,,
258.0,CSNU-640635-8,Jupam Sa,Trp - Terminales 1-2-3,23/10,HC,19545.0,876.0,Rollos,Realizado - sin dato,CSNU-640635-8_Jupam Sa,2025-10-20T20:50:32.831014,nan,,,
210.0,TXGU-889833-7,Mercovan Argentina S...,Exolgan,17/10,DC,2300.0,126.0,Bultos,Realizado - sin dato,TXGU-889833-7_Mercovan Argentina S...,2025-10-10T12:35:33.135588,nan,,,
298.0,OOCU-745752-0,Eramine Sudamerica S...,Trp - Terminales 1-2-3,04/11,HC,10500.0,500.0,Pallets,Realizado - sin dato,OOCU-745752-0_Eramine Sudamerica S...,2025-10-31T11:50:31.659135,nan,,,
340.0,EITU-917903-5,Impacto Jean S.A.,-,11/11,HC,16456.0,665.0,Rollos,Realizado - sin dato,EITU-917903-5_Impacto Jean S.A.,2025-11-07T20:50:32.759916,nan,,,
304.0,MRKU-037849-0,Grupo Rsm Srl,Maersk Arg.,11/11,DR,4100.0,4.0,Bultos,Realizado - sin dato,MRKU-037849-0_Grupo Rsm Srl,2025-10-31T20:20:32.434957,nan,,,
262.0,UACU-832526-8,Lift Van Int. Co S.A,Exolgan,28/10,HC,5100.0,320.0,Bultos,Realizado - sin dato,UACU-832526-8_Lift Van Int. Co S.A,2025-10-21T20:05:31.841825,nan,,,
234.0,UETU-757474-3,Bicicletas Futura Sr...,Medlog Sarandi,23/10,HC,5802.36,307.0,Bultos,Realizado - sin dato,UETU-757474-3_Bicicletas Futura Sr...,2025-10-15T12:05:32.645876,nan,,,
224.0,EGHU-964767-0,Jupam Sa,Trp - Terminales 1-2-3,17/10,HC,25560.0,1508.0,Rollos,Realizado - sin dato,EGHU-964767-0_Jupam Sa,2025-10-13T20:50:32.326887,nan,,,
227.0,CSNU-665628-0,Jupam Sa,Trp - Terminales 1-2-3,18/10,HC,18710.0,863.0,Rollos,Realizado - sin dato,CSNU-665628-0_Jupam Sa,2025-10-13T21:20:32.334159,nan,,,
332.0,TCLU-557270-6,Boratex Srl,Maersk Arg.,19/11,DC,25083.5,457.0,Cajas,Realizado - sin dato,TCLU-557270-6_Boratex Srl,2025-11-05T21:35:32.37128,nan,,,
241.0,HLBU-175216-2,Lift Van Int. Co S.A,Exolgan,21/10,HC,1966.0,6.0,Bultos,Realizado - sin dato,HLBU-175216-2_Lift Van Int. Co S.A,2025-10-16T19:50:31.845959,nan,,,
307.0,MRKU-031536-2,Grupo Rsm Srl,Maersk Arg.,11/11,DR,2585.0,2.0,Bultos,Realizado - sin dato,MRKU-031536-2_Grupo Rsm Srl,2025-10-31T20:20:32.793426,nan,,,
353.0,MSMU-448053-7,Grouport Srl,Exolgan,18/12,HC,14370.0,134.0,Bultos,Realizado - sin dato,MSMU-448053-7_Grouport Srl,2025-12-02T03:05:43.378104,nan,,,
312.0,EMCU-546616-0,Fashion Concept,Trp - Terminales 1-2-3,06/11,DC,11610.0,405.0,Bultos,Realizado 06/11/2025 16:39,EMCU-546616-0_Fashion Concept,2025-11-03T17:35:32.207301,nan,,,
319.0,MSMU-606035-9,Outdoors Solutions S...,Exolgan,13/11,HC,8076.5,705.0,Cajas,Realizado - sin dato,MSMU-606035-9_Outdoors Solutions S...,2025-11-04T17:20:32.603477,nan,,,
403.0,MSBU-257694-0,Refractarios Argenti...,-,30/12,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSBU-257694-0_Refractarios Argenti...,2025-12-03T12:05:32.588768,nan,,,
371.0,TCLU-170868-8,Bisora Group Sa,Exolgan,06/12,HC,23660.0,960.0,Rollos,Realizado - sin dato,TCLU-170868-8_Bisora Group Sa,2025-12-02T03:05:45.140702,nan,,,
378.0,HASU-412584-6,Bisora Group Sa,Maersk Arg.,22/12,HC,20835.0,884.0,Rollos,Realizado - sin dato,HASU-412584-6_Bisora Group Sa,2025-12-02T03:05:45.859776,nan,,,
393.0,MRKU-997757-0,Sermat Sa,Maersk Arg.,10/12,DR,24806.0,24.0,Pallets,Realizado - sin dato,MRKU-997757-0_Sermat Sa,2025-12-03T11:50:32.612217,nan,,,
408.0,MSBU-256307-4,Refractarios Argenti...,-,18/12,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSBU-256307-4_Refractarios Argenti...,2025-12-03T12:05:33.139171,nan,,,
398.0,BMOU-276287-7,Refractarios Argenti...,-,18/12,DR,25075.0,25.0,Bultos,Realizado 12/12/2025 17:57,BMOU-276287-7_Refractarios Argenti...,2025-12-03T11:50:33.130002,nan,,,
366.0,GESU-647148-7,Noah Servicess.R.L.,Cma Cgm,03/12,HC,3690.0,149.0,Bultos,Realizado - sin dato,GESU-647148-7_Noah Servicess.R.L.,2025-12-02T03:05:44.674299,nan,,,
411.0,SEGU-370160-0,Refractarios Argenti...,-,30/12,DR,25075.0,25.0,Bultos,Realizado - sin dato,SEGU-370160-0_Refractarios Argenti...,2025-12-04T12:35:32.616108,nan,,,
127.0,DRYU-984499-9,Bulldog Solutions S....,Trp - Terminales 1-2-3,28/09,HC,14100.0,584.0,Rollos,Realizado - sin dato,DRYU-984499-9_Bulldog Solutions S....,2025-09-23T17:05:32.961011,Nahuel Ortiz,,,
170.0,MSBU-729385-5,Chelatex Sas,Exolgan,03/10,HC,20146.0,1229.0,Rollos,Realizado - sin dato,MSBU-729385-5_Chelatex Sas,2025-09-30T21:35:32.258062,nan,,,
177.0,EISU-829329-2,Grupo In 360 S.A.,Trp - Terminales 1-2-3,07/10,HC,20517.6,911.0,Rollos,Realizado - sin dato,EISU-829329-2_Grupo In 360 S.A.,2025-10-02T14:20:32.218328,nan,,,
148.0,TGBU-631864-8,Indugroup S.A.,Cma Cgm,02/10,HC,11849.05,381.0,Bultos,Realizado - sin dato,TGBU-631864-8_Indugroup S.A.,2025-09-25T20:05:31.982211,Alan Porco,,,
185.0,MRKU-523050-3,Grupo Rsm Srl,-,22/10,DC,6062.0,0.0,-,Realizado - sin dato,MRKU-523050-3_Grupo Rsm Srl,2025-10-03T11:50:33.514368,nan,,,
165.0,FFAU-733764-0,Alas Comex S.A,-,20/10,HC,11388.45,0.0,-,Realizado - sin dato,FFAU-733764-0_Alas Comex S.A,2025-09-30T14:50:32.11042,nan,,,
90.0,TCLU-415732-0,Mercovan Argentina S...,Huxley Sa,23/09,DC,4500.0,265.0,Bultos,Realizado - sin dato,TCLU-415732-0_Mercovan Argentina S...,2025-09-16T18:50:42.916243,nan,,,
85.0,UACU-851282-3,Lift Van Int. Co S.A,Huxley Sa,19/09,DC,3116.0,6.0,Bultos,Realizado - sin dato,UACU-851282-3_Lift Van Int. Co S.A,2025-09-16T18:50:42.470425,nan,,,
190.0,BEAU-530617-7,Lift Van Int. Co S.A,-,23/10,HC,6200.0,0.0,-,Realizado - sin dato,BEAU-530617-7_Lift Van Int. Co S.A,2025-10-03T14:50:32.146248,nan,,,
253.0,EISU-821588-0,Impacto Jean S.A.,Trp - Terminales 1-2-3,17/10,HC,20487.2,934.0,Rollos,Realizado - sin dato,EISU-821588-0_Impacto Jean S.A.,2025-10-17T21:35:32.550947,nan,,,
259.0,MSMU-430512-8,Chelatex Sas,Medlog Sarandi,23/10,DC,22610.0,1003.0,Rollos,Realizado - sin dato,MSMU-430512-8_Chelatex Sas,2025-10-21T17:05:31.733957,nan,,,
333.0,FFAU-495285-6,Jupam Sa,Trp - Terminales 1-2-3,08/11,HC,15300.0,635.0,Rollos,Realizado - sin dato,FFAU-495285-6_Jupam Sa,2025-11-06T15:35:31.932188,nan,,,
235.0,MSMU-792064-5,Bicicletas Futura Sr...,Medlog Sarandi,23/10,HC,5821.0,308.0,Bultos,Realizado - sin dato,MSMU-792064-5_Bicicletas Futura Sr...,2025-10-15T12:05:32.767148,nan,,,
200.0,KOCU-217001-8,Chemotecnica Sa,Trp - Terminales 1-2-3,22/10,DR,16060.0,20.0,Pallets,Realizado - sin dato,KOCU-217001-8_Chemotecnica Sa,2025-10-09T22:20:31.902572,nan,,,
204.0,PCIU-607716-5,Fibras Argentinas Sa,Trp - Terminales 1-2-3,14/10,HC,23480.0,36.0,Bultos,Realizado - sin dato,PCIU-607716-5_Fibras Argentinas Sa,2025-10-09T22:20:32.305633,nan,,,
277.0,BMOU-152930-4,Mercovan Argentina S...,Exolgan,18/11,DC,1680.0,119.0,Bultos,Realizado - sin dato,BMOU-152930-4_Mercovan Argentina S...,2025-10-23T21:35:31.537027,nan,,,
219.0,MSDU-452611-7,Mercovan Argentina S...,Exolgan,17/10,DC,3990.0,1.0,Bultos,Realizado - sin dato,MSDU-452611-7_Mercovan Argentina S...,2025-10-13T11:35:32.637635,nan,,,
242.0,DAYU-216442-3,Edelweiss Spedition ...,Exolgan,21/10,DR,2390.0,149.0,Bultos,Realizado - sin dato,DAYU-216442-3_Edelweiss Spedition ...,2025-10-16T19:50:31.950215,nan,,,
212.0,MEDU-750504-4,Lift Van Int. Co S.A,Medlog Sarandi,19/10,HC,4363.56,171.0,Bultos,Realizado - sin dato,MEDU-750504-4_Lift Van Int. Co S.A,2025-10-10T12:50:33.461384,nan,,,
228.0,TXGU-843102-3,Lift Van Int. Co S.A,Cma Cgm,20/10,HC,3800.0,165.0,Bultos,Realizado - sin dato,TXGU-843102-3_Lift Van Int. Co S.A,2025-10-13T21:20:32.435582,nan,,,
284.0,MSBU-274370-7,Mercovan Argentina S...,Medlog Sarandi,29/10,DC,2450.0,160.0,Bultos,Realizado - sin dato,MSBU-274370-7_Mercovan Argentina S...,2025-10-27T21:05:31.979723,nan,,,
361.0,HLBU-140125-5,Lift Van Int. Co S.A,Exolgan,05/12,DC,6037.69,353.0,Bultos,Realizado - sin dato,HLBU-140125-5_Lift Van Int. Co S.A,2025-12-02T03:05:44.189436,nan,,,
299.0,FFAU-643636-0,Eramine Sudamerica S...,Trp - Terminales 1-2-3,04/11,HC,10500.0,500.0,Pallets,Realizado - sin dato,FFAU-643636-0_Eramine Sudamerica S...,2025-10-31T11:50:31.762242,nan,,,
273.0,MSDU-544049-2,Tio Musa,-,30/12,HC,6097.0,0.0,-,Realizado - sin dato,MSDU-544049-2_Tio Musa,2025-10-22T19:35:31.876052,nan,,,
292.0,PCIU-939632-0,Tandem Global Logist...,Trp - Terminales 1-2-3,07/11,HC,10130.0,30.0,Bultos,Realizado - sin dato,PCIU-939632-0_Tandem Global Logist...,2025-10-30T19:35:32.185393,nan,,,
268.0,MRSU-009119-9,Refractarios Argenti...,-,05/11,DC,25050.0,25.0,Bultos,Realizado - sin dato,MRSU-009119-9_Refractarios Argenti...,2025-10-21T20:05:32.418007,nan,,,
308.0,TRHU-326910-0,Mercovan Argentina S...,Hiperbaires - Icb T.Sur,07/11,DC,2940.0,144.0,Bultos,Realizado - sin dato,TRHU-326910-0_Mercovan Argentina S...,2025-11-03T11:50:31.733882,nan,,,
323.0,TCLU-414582-3,Lift Van Int. Co S.A,Exolgan,12/11,DC,4627.0,241.0,Bultos,Realizado - sin dato,TCLU-414582-3_Lift Van Int. Co S.A,2025-11-04T18:20:32.587821,nan,,,
313.0,ONEU-665837-7,Grupo Simpa Sa,Exolgan,12/11,HC,6380.22,6.0,Bultos,Realizado - sin dato,ONEU-665837-7_Grupo Simpa Sa,2025-11-03T17:50:31.759969,nan,,,
320.0,KOCU-492522-1,Skop Trader S. A.,Gamma San Pedro,08/11,HC,13458.3,1101.0,Bultos,Realizado - sin dato,KOCU-492522-1_Skop Trader S. A.,2025-11-04T17:35:32.440863,nan,,,
348.0,OOLU-921057-7,Rk Elevaciones Srl,Trp - Terminales 1-2-3,25/11,HC,13951.0,3.0,Bultos,Realizado - sin dato,OOLU-921057-7_Rk Elevaciones Srl,2025-11-10T11:50:32.410246,nan,,,
404.0,MSBU-257790-4,Refractarios Argenti...,-,30/12,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSBU-257790-4_Refractarios Argenti...,2025-12-03T12:05:32.721941,nan,,,
341.0,UETU-818714-2,Tallter Srl,Maersk Arg.,10/11,DC,6255.0,43.0,Bultos,Realizado - sin dato,UETU-818714-2_Tallter Srl,2025-11-07T21:05:32.413894,nan,,,
399.0,MSBU-258755-9,Refractarios Argenti...,-,18/12,DR,25075.0,25.0,Bultos,Realizado 10/12/2025 23:46,MSBU-258755-9_Refractarios Argenti...,2025-12-03T12:05:32.13488,nan,,,
409.0,MSBU-257470-0,Refractarios Argenti...,-,30/12,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSBU-257470-0_Refractarios Argenti...,2025-12-03T12:05:33.234576,nan,,,
372.0,UACU-384394-2,Lift Van Int. Co S.A,Huxley Sa,06/12,DC,772.0,2.0,Bultos,Realizado - sin dato,UACU-384394-2_Lift Van Int. Co S.A,2025-12-02T03:05:45.235283,nan,,,
412.0,MSBU-207070-9,Refractarios Argenti...,-,18/12,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSBU-207070-9_Refractarios Argenti...,2025-12-04T12:35:32.728523,nan,,,
367.0,TEMU-702615-2,Natan El Trading Srl,Trp - Terminales 1-2-3,04/12,HC,20914.0,1193.0,Bultos,Realizado - sin dato,TEMU-702615-2_Natan El Trading Srl,2025-12-02T03:05:44.771082,nan,,,
385.0,HAMU-396717-5,Berkma S.A.,Huxley Sa,13/12,HC,6780.0,557.0,Bultos,Realizado - sin dato,HAMU-396717-5_Berkma S.A.,2025-12-02T03:05:46.570763,nan,,,
394.0,CAIU-281159-1,Refractarios Argenti...,-,18/12,DR,25075.0,25.0,Bultos,Realizado - sin dato,CAIU-281159-1_Refractarios Argenti...,2025-12-03T11:50:32.710136,nan,,,
379.0,HLBU-108855-7,Likber Sa,Exolgan,13/12,HC,9430.0,568.0,Bultos,Realizado - sin dato,HLBU-108855-7_Likber Sa,2025-12-02T03:05:45.953805,nan,,,
178.0,EISU-838153-6,Bulldog Solutions S....,Trp - Terminales 1-2-3,07/10,HC,22690.0,1026.0,Rollos,Realizado - sin dato,EISU-838153-6_Bulldog Solutions S....,2025-10-02T14:20:32.317099,nan,,,
157.0,APZU-377428-9,Lift Van Int. Co S.A,Terminal 7,02/10,DC,1055.0,2.0,Bultos,Realizado - sin dato,APZU-377428-9_Lift Van Int. Co S.A,2025-09-29T20:50:32.201414,cuello,,,
168.0,PRSU-156237-8,Lift Van Int. Co S.A,Terminal 7,03/10,DC,1615.0,84.0,Bultos,Realizado - sin dato,PRSU-156237-8_Lift Van Int. Co S.A,2025-09-30T21:20:32.210571,Marcelo Porco,,,
86.0,BSIU-830255-5,Lift Van Int. Co S.A,Huxley Sa,24/09,HC,2920.0,183.0,Bultos,Realizado - sin dato,BSIU-830255-5_Lift Van Int. Co S.A,2025-09-16T18:50:42.567772,nan,,,
163.0,MRSU-630293-5,Geo Logistics Argent...,Maersk Arg.,02/10,DC,26099.0,382.0,Bultos,Realizado - sin dato,MRSU-630293-5_Geo Logistics Argent...,2025-09-30T14:35:32.094877,Nahuel Ortiz,,,
149.0,MRKU-039332-3,Grupo Rsm Srl,Maersk Arg.,30/09,DC,3520.0,2.0,Bultos,Realizado - sin dato,MRKU-039332-3_Grupo Rsm Srl,2025-09-25T22:05:32.048357,Ariel Ortiz,,,
269.0,MSKU-578243-8,Refractarios Argenti...,-,05/11,DC,25050.0,25.0,Bultos,Realizado - sin dato,MSKU-578243-8_Refractarios Argenti...,2025-10-21T20:05:32.504109,nan,,,
