id,Terminal,Fecha,Turno,Contenedor,Cliente,Booking,Tipo CNT,Dimension,Oper.,Tiempo,Estado,key,fecha_registro,chofer,Observaciones,Transporte
324.0,Terminal 4 - Maersk,2025-09-29,1200,TCNU-791296-8,Grupo Rsm Srl,258590460,DC,60,TD,,15:43 Arribado,,2025-09-26T16:35:31.856825,,,
335.0,Trp - Terminales 1-2-3,2025-09-30,1100,FCIU-539638-4,Refractarios Argentinos Saicm,SSA029771RCS,DC,30,TD,,13:48 Arribado,,2025-09-29T15:50:31.81339,,,
355.0,Exolgan,2025-10-02,500,UASU-106344-5,Mercovan Argentina S.A.,HLUSPIL250712942,HC,70,TD,,10:45 Arribado,,2025-10-01T13:35:31.791028,Marcelo Porco,,
331.0,Trp - Terminales 1-2-3,2025-09-30,1200,CMAU-715026-5,Lift Van Int. Co S.A,SSZ123761RCS,HC,70,TD,,15:43 Arribado,,2025-09-29T15:35:32.177338,,,
325.0,Exolgan,2025-09-29,1500,HLBU-111743-9,Baires International,HLCUDX3250542718,DC,30,TD,,19:21 Arribado,,2025-09-26T17:35:31.715157,,,
328.0,Exolgan,2025-09-29,1500,HLXU-825484-7,Lift Van Int. Co S.A,HLCUDX3250557316,HC,70,TD,,19:39 Arribado,,2025-09-26T22:05:31.474869,,,
329.0,Exolgan,2025-09-29,1500,CAIU-655519-0,Lift Van Int. Co S.A,HLCUDX3250557316,HC,30,TD,,19:34 Arribado,,2025-09-26T22:05:31.611016,,,
332.0,Exolgan,2025-09-30,500,MSDU-458869-6,Lift Van Int. Co S.A,MEDUJZ727077,DC,60,TD,,09:39 Arribado,,2025-09-29T15:35:32.295311,,,
336.0,Exolgan,2025-09-30,500,UETU-619562-1,Mazon Textil Sa,NBOE25017303,HC,70,T,,09:44 Arribado,,2025-09-29T15:50:31.922899,,,
281.0,Trp - Terminales 1-2-3,2025-09-23,1300,PCIU-612456-5,Fibras Argentinas Sa,BKK501138800,HC,70,TD,,15:44 Arribado,,2025-09-19T21:20:31.44697,GOLPE,,
321.0,Exolgan,2025-09-29,1300,BEAU-416511-4,Sk Distributors S.R.L.,DLNB2508488,HC,70,T,,16:40 Arribado,,2025-09-26T15:35:31.69741,Cristian miguez,,
338.0,Terminal 4 - Maersk,2025-09-30,700,MRSU-630293-5,Geo Logistics Argentina S.R.L.,257630406,DC,60,TD,,09:59 Arribado,,2025-09-29T17:35:32.045819,,,
339.0,Terminal 4 - Maersk,2025-09-30,700,FFAU-733764-0,Alas Comex S.A,NGBAGN25070154,HC,70,TD,,09:56 Arribado,,2025-09-29T17:35:32.1802,,,
322.0,Terminal 4 - Maersk,2025-09-29,1500,TCNU-478400-9,Lift Van Int. Co S.A,CDOLX251009,HC,70,TD,,17:24 Arribado,,2025-09-26T16:35:31.59214,Damian Bertoli,,
327.0,Terminal 4 - Maersk,2025-09-29,1400,FFAU-745885-2,Mazon Textil Sa,NBOE25016288,HC,70,T,,17:31 Arribado,,2025-09-26T18:35:31.596646,Claudio Schaumayer,,
330.0,Trp - Terminales 1-2-3,2025-09-30,1200,PRSU-156237-8,Lift Van Int. Co S.A,NAM9443883,DC,30,TD,,16:08 Arribado,,2025-09-29T15:35:32.053293,,,
340.0,Exolgan,2025-09-30,1500,HAMU-452152-6,Poka S.A.,DLSZ25080151A,HC,70,T,,19:06 Arribado,,2025-09-29T20:20:31.694324,,,
333.0,Trp - Terminales 1-2-3,2025-09-30,1900,DRYU-265903-1,Aoda Sa,NB250763882,DC,30,T,,20:57 Arribado,,2025-09-29T15:35:32.409345,,,
343.0,Exolgan,2025-10-01,500,HAMU-386909-7,Poka S.A.,DLSZ25080151B,HC,70,T,,08:26 Arribado,,2025-09-30T14:20:31.707909,,,
342.0,Exolgan,2025-10-01,500,HAMU-169138-6,Poka S.A.,DLSZ25080151B,HC,70,T,,09:27 Arribado,,2025-09-30T14:20:31.613929,,,
346.0,Exolgan,2025-10-01,500,CAIU-855371-9,Poka S.A.,DLSZ25080151B,HC,70,T,,09:31 Arribado,,2025-09-30T14:20:31.98001,,,
359.0,Trp - Terminales 1-2-3,2025-10-02,1300,BEAU-559667-2,Multitransport Argentina,TCQD2507196,HC,70,T,,19:54 Arribado,,2025-10-01T15:50:31.60653,,,
354.0,Terminal 4 - Maersk,2025-10-02,1100,MRKU-523050-3,Grupo Rsm Srl,258779880,DC,60,TD,,14:45 Arribado,,2025-10-01T13:20:31.907573,Matias Moscardini,,
337.0,Terminal 4 - Maersk,2025-10-01,800,ZCLU-993215-5,Tandem Global Logistics S.A.,XMF202500704A/B/C/D,DC,60,TD,,14:21 Arribado,,2025-09-29T17:35:31.881783,,,
347.0,Exolgan,2025-10-01,1300,FBIU-012748-3,S/D,,DC,30,TD,,16:04 Arribado,,2025-09-30T15:20:31.935045,,,
344.0,Exolgan,2025-10-01,1300,HAMU-452464-9,Poka S.A.,DLSZ25080151B,HC,70,T,,16:14 Arribado,,2025-09-30T14:20:31.806737,,,
345.0,Exolgan,2025-10-01,1300,HAMU-452470-0,Poka S.A.,DLSZ25080151B,HC,70,T,,16:05 Arribado,,2025-09-30T14:20:31.890303,,,
341.0,Trp - Terminales 1-2-3,2025-10-01,1200,FFAU-430595-2,A La Orden,Z330GZH2507011,HC,70,T,,16:50 Arribado,,2025-09-30T12:20:31.676227,,,
358.0,Terminal 4 - Maersk,2025-10-02,1100,MRSU-672624-0,Boratex Srl,256768758,DC,60,TD,,14:27 Arribado,,2025-10-01T13:35:32.116275,Claudio Schaumayer,,
353.0,Terminal 4 - Maersk,2025-10-02,1000,TEMU-161073-9,Lift Van Int. Co S.A,HLCUBSC2508BZCI4,DC,30,TD,,13:39 Arribado,,2025-10-01T13:20:31.813532,Cristian Moscardini,,
356.0,Terminal 4 - Maersk,2025-10-02,1100,MRKU-635466-4,Grupo Rsm Srl,258779880,DC,60,TD,,15:07 Arribado,,2025-10-01T13:35:31.898287,Marcelo Peril,,
361.0,Trp - Terminales 1-2-3,2025-10-02,1300,TRHU-535131-0,Multitransport Argentina,TCQD2507196,HC,70,T,,16:33 Arribado,,2025-10-01T15:50:31.797452,,,
323.0,Trp - Terminales 1-2-3,2025-09-29,1200,APZU-377428-9,Lift Van Int. Co S.A,USG0310324,DC,30,TD,,13:42 Arribado,,2025-09-26T16:35:31.731752,Cristian Moscardini,,
360.0,Trp - Terminales 1-2-3,2025-10-02,1300,TLLU-264812-8,Multitransport Argentina,TCQD2507196,HC,70,T,,17:59 Arribado,,2025-10-01T15:50:31.699456,,,
351.0,Terminal 4 - Maersk,2025-10-02,1400,TCNU-963565-1,Mercovan Argentina S.A.,ISB1783593,HC,70,TD,,19:43 Arribado,,2025-10-01T13:05:31.70835,,,
352.0,Terminal 4 - Maersk,2025-10-02,1400,MSKU-020688-8,Mercovan Argentina S.A.,ISB1783592,HC,70,TD,,19:48 Arribado,,2025-10-01T13:20:31.71207,,,
349.0,Terminal 4 - Maersk,2025-10-02,1400,MRSU-335766-2,Dagher S.A.,OXOE2507035,HC,70,T,,19:47 Arribado,,2025-10-01T12:50:31.82686,,,
362.0,Trp - Terminales 1-2-3,2025-10-03,500,BEAU-530617-7,Lift Van Int. Co S.A,ONEYHAMF70932900,HC,70,TD,,08:56 Arribado,,2025-10-02T14:05:31.656873,,,
367.0,Exolgan,2025-10-03,1500,HAMU-443581-3,Poka S.A.,DLNB2508409,HC,70,T,,17:13 Arribado,,2025-10-02T14:05:32.117473,,,
363.0,Exolgan,2025-10-03,1500,HAMU-267543-5,Poka S.A.,DLNB2508409,HC,70,T,,18:27 Arribado,,2025-10-02T14:05:31.754535,,,
365.0,Exolgan,2025-10-03,1700,FCIU-735317-0,Poka S.A.,DLNB2508409,HC,70,T,,18:52 Arribado,,2025-10-02T14:05:31.92671,,,
364.0,Exolgan,2025-10-03,1700,HLBU-171084-5,Poka S.A.,DLNB2508409,HC,70,T,,20:54 Arribado,,2025-10-02T14:05:31.839586,,,
366.0,Exolgan,2025-10-03,1700,UACU-551579-4,Poka S.A.,DLNB2508409,HC,70,T,,21:05 Arribado,,2025-10-02T14:05:32.028907,,,
350.0,Terminal 4 - Maersk,2025-10-02,1000,FCIU-415019-0,Sermat Sa,AWSL298363,DC,30,T,,13:41 Arribado,,2025-10-01T12:50:31.951588,Ariel Ortiz,,
316.0,Trp - Terminales 1-2-3,2025-09-26,1100,APZU-376616-0,Chemotecnica Sa,JSL/NSA/02546A,DC,30,TD,,13:38 Arribado,,2025-09-25T13:20:31.566673,Adrian Alvarez,,
334.0,Trp - Terminales 1-2-3,2025-09-30,1100,TLLU-833694-0,Refractarios Argentinos Saicm,SSA029771RCS,DC,30,TD,,13:40 Arribado,,2025-09-29T15:50:31.708056,,,
1275.0,T4,2025-12-29,0500 ,MRSU-499490-0,Bisora Group Sa,QDOS034188,HC,70,T,,09:10 Arribado,,2025-12-26T13:35:32.066714,,,
301.0,Trp - Terminales 1-2-3,2025-09-24,1100,EMCU-991596-8,Mma Tex S.A.,HDE25-0800043,HC,70,T,,14:26 Arribado,,2025-09-23T15:20:31.736246,Marcelo Peril,,
300.0,Trp - Terminales 1-2-3,2025-09-24,1200,TRHU-713348-9,Fedtex S.R.L,TWLE25070206,HC,70,T,,16:52 Arribado,,2025-09-23T15:05:32.019235,Tte diosito,,
326.0,Exolgan,2025-09-29,1100,MEDU-891867-5,Juguetech Sa,SZXS067814,HC,70,T,,13:47 Arribado,,2025-09-26T17:35:31.833079,Marcelo Porco,,
380.0,Trp - Terminales 1-2-3,2025-10-03,0300 ,EITU-824066-4,Poka S.A.,TSSZ2507068,HC,70,T,,Pendiente arribo,,2025-10-02T15:05:31.857625,,,
393.0,Trp - Terminales 1-2-3,2025-10-03,500,EITU-900979-0,Jupam Sa,TWLE25070223,HC,70,T,,08:24 Arribado,,2025-10-02T15:20:32.273016,,,
394.0,Trp - Terminales 1-2-3,2025-10-03,400,GAOU-695258-1,Dmc Import Group S.R.L.,TSSZ2508057,HC,70,T,,08:25 Arribado,,2025-10-02T15:20:32.36139,,,
396.0,Trp - Terminales 1-2-3,2025-10-03,500,EGSU-969165-6,Dmc Import Group S.R.L.,BK2531113,HC,70,T,,08:28 Arribado,,2025-10-02T15:20:32.543635,,,
386.0,Trp - Terminales 1-2-3,2025-10-03,500,PCIU-000797-8,Fondere Herrajes S R L,Z33GZH2507009,DC,30,T,,08:32 Arribado,,2025-10-02T15:05:32.465529,,,
373.0,Trp - Terminales 1-2-3,2025-10-03,400,TGBU-968263-2,Juliana Sa,OOLU2161129700,HC,70,T,,08:48 Arribado,,2025-10-02T14:35:31.945512,,,
376.0,Trp - Terminales 1-2-3,2025-10-03,500,DRYU-929698-2,Impacto Jean S.A.,HDE25-0700089,HC,70,T,,08:46 Arribado,,2025-10-02T14:35:32.200665,,,
372.0,Trp - Terminales 1-2-3,2025-10-03,400,CSNU-665628-0,Juliana Sa,OOLU2161129870,HC,70,T,,09:02 Arribado,,2025-10-02T14:35:31.849492,,,
378.0,Trp - Terminales 1-2-3,2025-10-03,600,BEAU-616084-7,Juliana Sa,OOLU2161084740,HC,70,T,,09:17 Arribado,,2025-10-02T14:50:31.871497,,,
384.0,Trp - Terminales 1-2-3,2025-10-03,600,CBHU-917377-6,Juliana Sa,OOLU2161424080,HC,70,T,,09:22 Arribado,,2025-10-02T15:05:32.285604,,,
398.0,Trp - Terminales 1-2-3,2025-10-03,600,OERU-432109-7,Impulso Jm S.A.,TCNB2507645,DC,60,TD,,09:40 Arribado,,2025-10-02T15:35:32.063815,,,
387.0,Trp - Terminales 1-2-3,2025-10-03,500,EGSU-159286-8,Shipy S.A.,TSSZ2507177,HC,70,T,,10:12 Arribado,,2025-10-02T15:20:31.683189,,,
374.0,Trp - Terminales 1-2-3,2025-10-03,600,OOLU-946694-9,Juliana Sa,OOLU2161129710,HC,70,T,,10:30 Arribado,,2025-10-02T14:35:32.025263,,,
388.0,Trp - Terminales 1-2-3,2025-10-03,500,EITU-937723-6,Shipy S.A.,TSSZ2507177,HC,70,T,,10:28 Arribado,,2025-10-02T15:20:31.787072,,,
397.0,Trp - Terminales 1-2-3,2025-10-03,600,EISU-821588-0,Impacto Jean S.A.,HDE25-0800040,HC,70,T,,10:15 Arribado,,2025-10-02T15:20:32.632536,,,
390.0,Trp - Terminales 1-2-3,2025-10-03,400,EMCU-863143-7,Shipy S.A.,TSSZ2507177,HC,70,T,,10:38 Arribado,,2025-10-02T15:20:31.975876,,,
381.0,Trp - Terminales 1-2-3,2025-10-03,300,TIIU-523888-7,Poka S.A.,TSSZ2507068,HC,70,T,,10:53 Arribado,,2025-10-02T15:05:31.973946,,,
379.0,Trp - Terminales 1-2-3,2025-10-03,300,EITU-941539-9,Poka S.A.,TSSZ2507068,HC,70,T,,11:05 Arribado,,2025-10-02T15:05:31.765485,,,
382.0,Trp - Terminales 1-2-3,2025-10-03,400,TIIU-682841-9,Poka S.A.,TSSZ2507068,HC,70,T,,11:06 Arribado,,2025-10-02T15:05:32.072827,,,
377.0,Trp - Terminales 1-2-3,2025-10-03,600,UETU-541237-9,Juliana Sa,OOLU2161129690,HC,70,T,,11:54 Arribado,,2025-10-02T14:50:31.747643,,,
399.0,Trp - Terminales 1-2-3,2025-10-03,300,EMCU-824066-4,Poka S.A.,TSSZ2507068,HC,70,T,,11:52 Arribado,,2025-10-02T18:20:32.31239,,,
383.0,Trp - Terminales 1-2-3,2025-10-03,400,TRHU-777884-7,Poka S.A.,TSSZ2507068,HC,70,T,,12:08 Arribado,,2025-10-02T15:05:32.179172,,,
389.0,Trp - Terminales 1-2-3,2025-10-03,400,EITU-941803-7,Shipy S.A.,TSSZ2507177,HC,70,T,,12:11 Arribado,,2025-10-02T15:20:31.879389,,,
369.0,Exolgan,2025-10-03,1300,ONEU-087977-1,Sam Log S.R.L.,,HC,70,TD,,15:49 Arribado,,2025-10-02T14:05:32.300172,,,
375.0,Trp - Terminales 1-2-3,2025-10-03,1500,EGSU-984530-3,Aceptyourdestiny Sa,HDE25-0800119,HC,70,TD,,17:26 Arribado,,2025-10-02T14:35:32.108329,,,
368.0,Exolgan,2025-10-03,1700,MSDU-416608-9,Sk Distributors S.R.L.,DLNB2508611,DC,60,T,,19:46 Arribado,,2025-10-02T14:05:32.205528,,,
385.0,Trp - Terminales 1-2-3,2025-10-03,2000,CAAU-519771-4,Aceptyourdestiny Sa,HDE25-0800036,HC,70,T,,22:19 Arribado,,2025-10-02T15:05:32.377232,,,
391.0,Trp - Terminales 1-2-3,2025-10-03,2100,EGHU-964767-0,Jupam Sa,TWLE25070164,HC,70,T,,23:37 Arribado,,2025-10-02T15:20:32.075108,,,
392.0,Trp - Terminales 1-2-3,2025-10-03,2100,EGHU-935739-4,Jupam Sa,TWLE25070179,HC,70,T,,01:12 Arribado,,2025-10-02T15:20:32.166005,,,
407.0,Trp - Terminales 1-2-3,2025-10-08,1100,TEMU-712480-0,Poka S.A.,TSSZ2508060,HC,70,T,,14:48 Arribado,,2025-10-06T20:20:31.477448,,,
371.0,Trp - Terminales 1-2-3,2025-10-03,500,EGHU-952483-0,Mma Tex S.A.,NB250763926,HC,70,T,,07:35 Arribado,,2025-10-02T14:20:31.754614,,,
348.0,Terminal 4 - Maersk,2025-10-02,800,TRHU-589362-5,Bazar Del Mundo S.A.,VOLEP25071319,HC,70,TD,,11:21 Arribado,,2025-10-01T12:35:31.892336,Leandro Golpe,,
357.0,Terminal 4 - Maersk,2025-10-02,1100,MRKU-073604-2,Grupo Rsm Srl,258946624,DC,60,TD,,15:08 Arribado,,2025-10-01T13:35:32.00443,David Sanchez,,
403.0,Terminal 4 - Maersk,2025-10-10,700,SLSU-804026-9,Republica Textil Srl,HLCUNG12507UXDM2,HC,70,T,,12:14 Arribado,,2025-10-06T15:50:31.88385,,,
404.0,Terminal 4 - Maersk,2025-10-08,1400,NYKU-849833-1,Arbrex Commercial Group Srl,TPYTNSG25086040,DC,60,TD,,18:54 Arribado,,2025-10-06T20:05:31.694842,,,
409.0,Trp - Terminales 1-2-3,2025-10-08,1200,EITU-152186-1,Rueda Oeste S.A.,CMI013503,HC,70,T,,15:11 Arribado,,2025-10-06T20:20:31.752154,,,
370.0,Trp - Terminales 1-2-3,2025-10-03,500,TGBU-325399-1,Lift Van Int. Co S.A,ONEYHAMF70932901,DC,30,TD,,07:15 Arribado,,2025-10-02T14:20:31.670125,,,
414.0,Trp - Terminales 1-2-3,2025-10-09,1100,CSNU-640635-8,Juliana Sa,OOLU2161501820,HC,70,T,,14:50 Arribado,,2025-10-08T11:35:32.23818,,,
401.0,Exolgan,2025-10-06,1300,HLBU-121374-6,Edelweiss Spedition Srl,HLCUME3250781528,DC,30,TD,,15:29 Arribado,,2025-10-03T13:35:31.791856,,,
406.0,Terminal 4 - Maersk,2025-10-08,1400,MRKU-508258-2,Alpha Group Sc Srl,256630731,DC,60,T,,17:49 Arribado,,2025-10-06T20:05:31.922439,,,
410.0,Trp - Terminales 1-2-3,2025-10-08,1200,FCIU-750630-4,Dmc Import Group S.R.L.,SY250764600,HC,70,T,,16:38 Arribado,,2025-10-06T20:20:31.847755,,,
402.0,Terminal 4 - Maersk,2025-10-10,700,FFAU-727691-9,Republica Textil Srl,264061112,HC,70,T,,11:01 Arribado,,2025-10-06T15:50:31.771033,,,
400.0,Exolgan,2025-10-06,1500,FCIU-628110-0,Lift Van Int. Co S.A,HLCUME3250812334,DC,30,TD,,17:00 Arribado,,2025-10-03T13:20:31.935822,,,
411.0,Trp - Terminales 1-2-3,2025-10-08,1200,TIIU-578054-2,Juliana Sa,OOLU2161501760,HC,70,T,,15:32 Arribado,,2025-10-06T20:20:31.973973,,,
408.0,Trp - Terminales 1-2-3,2025-10-08,1100,EGHU-919130-1,Poka S.A.,TSSZ2508060,HC,70,T,,13:53 Arribado,,2025-10-06T20:20:31.611285,,,
415.0,Trp - Terminales 1-2-3,2025-10-09,1200,EGSU-963635-0,Novelty Trend Srl,TWLE25080023,HC,70,T,,16:45 Arribado,,2025-10-08T11:35:32.417483,,,
416.0,Trp - Terminales 1-2-3,2025-10-09,1100,EMCU-897415-9,Shipy S.A.,NB250865413,HC,70,T,,16:37 Arribado,,2025-10-08T11:50:32.142052,,,
413.0,Exolgan,2025-10-09,2100,MSBU-518861-3,Aspee Monee,MEDUOO403622,HC,70,T,,23:02 Arribado,,2025-10-08T11:35:32.113734,,,
405.0,Terminal 4 - Maersk,2025-10-08,1400,JXLU-615799-6,Planet Seguridad S.R.L.,WLLSH2508097,HC,70,T,,19:04 Arribado,,2025-10-06T20:05:31.804936,,,
395.0,Trp - Terminales 1-2-3,2025-10-03,500,TIIU-583158-9,Dmc Import Group S.R.L.,TSSZ2507150,HC,70,T,,07:33 Arribado,,2025-10-02T15:20:32.453301,,,
1254.0,TRP,2025-12-26,1900 ,TRHU-836944-2,S/D,,HC,70,TD,,21:30 Arribado,,2025-12-23T19:20:31.989713,,,
426.0,Exolgan,2025-10-09,1700,TCGU-889833-7,Mercovan Argentina S.A.,MEDURN002197,DC,30,TD,,Pendiente arribo,,2025-10-08T12:35:32.144329,,,
444.0,Exolgan,2025-10-09,1900,BMOU-696825-4,Cotton Work Srl,MEDUOO694881,HC,70,T,,Pendiente arribo,,2025-10-08T13:20:31.772371,,,
452.0,Exolgan,2025-10-09,2100,MSMU-581137-6,Ledorot S.A.,GILNB250700556,DC,60,T,,Pendiente arribo,,2025-10-08T13:50:32.094835,,,
421.0,Trp - Terminales 1-2-3,2025-10-09,300,TCLU-717555-0,Lift Van Int. Co S.A,ONEYLIVF24598700,DR,30,TD,,08:24 Arribado,,2025-10-08T12:20:31.503783,,,
430.0,Trp - Terminales 1-2-3,2025-10-09,500,CAIU-262504-6,Dromex Srl,CEI0323212,DR,30,TD,,08:27 Arribado,,2025-10-08T12:35:32.52978,,,
451.0,Exolgan,2025-10-09,500,MSMU-430512-8,Chelatex Sas,NBOE25016545,DC,60,T,,08:28 Arribado,,2025-10-08T13:35:33.037168,,,
446.0,Exolgan,2025-10-09,500,MSBU-734836-7,Ledorot S.A.,GIKNB250700566,HC,70,T,,08:34 Arribado,,2025-10-08T13:35:32.423053,,,
431.0,Trp - Terminales 1-2-3,2025-10-09,500,TGBU-487774-0,Kraster Argentina Sa,SHHS25080039,HC,70,TD,,08:52 Arribado,,2025-10-08T12:35:32.62458,,,
436.0,Trp - Terminales 1-2-3,2025-10-09,500,OOCU-722084-1,Ba Comex S.A,CL25070996,HC,70,T,,08:56 Arribado,,2025-10-08T12:50:32.564488,,,
447.0,Exolgan,2025-10-09,500,MSDU-797272-4,Ledorot S.A.,GIKNB250700649,HC,70,T,,08:48 Arribado,,2025-10-08T13:35:32.610942,,,
449.0,Exolgan,2025-10-09,500,TXGU-680020-4,Ledorot S.A.,GILNB250700570,HC,70,T,,08:46 Arribado,,2025-10-08T13:35:32.822267,,,
448.0,Exolgan,2025-10-09,500,MSNU-971633-6,Ledorot S.A.,GIKNB250700561,HC,70,T,,08:58 Arribado,,2025-10-08T13:35:32.717079,,,
428.0,Trp - Terminales 1-2-3,2025-10-09,400,EGSU-135894-7,Compañia Bulk S.A.,SY250764723,HC,70,T,,09:17 Arribado,,2025-10-08T12:35:32.332433,,,
432.0,Trp - Terminales 1-2-3,2025-10-09,500,CSNU-834198-1,Kraster Argentina Sa,SHHS25080039,HC,70,TD,,09:15 Arribado,,2025-10-08T12:35:32.728693,,,
429.0,Trp - Terminales 1-2-3,2025-10-09,500,GAOU-626211-7,Compañia Bulk S.A.,SY250764723,HC,70,T,,09:39 Arribado,,2025-10-08T12:35:32.434446,,,
439.0,Trp - Terminales 1-2-3,2025-10-09,500,TCNU-618067-2,Andres Madariya,EID0887386,HC,70,T,,13:40 Arribado,,2025-10-08T12:50:32.897552,,,
458.0,Terminal 4 - Maersk,2025-10-10,800,ZCSU-793858-7,Mibeda S.A.,TWLE25070219,HC,70,T,,12:30 Arribado,,2025-10-09T14:50:32.129503,,,
1255.0,TRP,2025-12-26,1500 ,EMCU-852797-3,Dmc Import Group S.R.L.,TSSZ2510111,HC,70,T,,18:03 Arribado,,2025-12-23T19:50:32.459712,,,
420.0,Trp - Terminales 1-2-3,2025-10-09,400,CAIU-828794-3,Noah Servicess.R.L.,IBC1386703,HC,70,TD,,14:27 Arribado,,2025-10-08T11:50:32.587885,,,
417.0,Trp - Terminales 1-2-3,2025-10-09,1100,EITU-161624-7,Shipy S.A.,NB250865413,HC,70,T,,14:45 Arribado,,2025-10-08T11:50:32.251664,,,
440.0,Trp - Terminales 1-2-3,2025-10-09,1200,CCLU-796363-7,Lismar Sur S.A.,CL25070824,HC,70,T,,15:05 Arribado,,2025-10-08T12:50:32.996333,,,
424.0,Trp - Terminales 1-2-3,2025-10-09,1100,TGBU-674261-4,Perozzi Domingo Y Perozzi Osva...,TCXM2508019,HC,70,T,,16:15 Arribado,,2025-10-08T12:20:31.794484,,,
418.0,Trp - Terminales 1-2-3,2025-10-09,1200,DRYU-984682-0,Shipy S.A.,NB250865413,HC,70,T,,16:39 Arribado,,2025-10-08T11:50:32.364832,,,
423.0,Trp - Terminales 1-2-3,2025-10-09,1200,PCIU-607716-5,Fibras Argentinas Sa,BKK501250100,HC,70,TD,,16:43 Arribado,,2025-10-08T12:20:31.69793,,,
435.0,Trp - Terminales 1-2-3,2025-10-09,1100,KOCU-217001-8,Chemotecnica Sa,JSL/NSA//2575A,DR,30,TD,,16:54 Arribado,,2025-10-08T12:50:32.382908,,,
419.0,Trp - Terminales 1-2-3,2025-10-09,1100,FFAU-487001-7,Shipy S.A.,NB250865413,HC,70,T,,17:14 Arribado,,2025-10-08T11:50:32.482272,,,
455.0,Exolgan,2025-10-09,1300,ONEU-572881-8,Lift Van Int. Co S.A,ONEYRICFGE591300,HC,70,TD,,17:09 Arribado,,2025-10-08T21:05:33.539922,,,
456.0,Exolgan,2025-10-09,1100,HLXU-125886-1,Mercovan Argentina S.A.,HLCUME3250809359,DC,30,TD,,17:12 Arribado,,2025-10-09T12:50:31.821349,,,
434.0,Trp - Terminales 1-2-3,2025-10-09,1100,OOCU-886565-5,Grupo Leal-Tex S.R.L.,CL2GILNB250800037,HC,70,T,,17:33 Arribado,,2025-10-08T12:50:32.276497,,,
422.0,Trp - Terminales 1-2-3,2025-10-09,1200,FBIU-518108-6,Fibras Argentinas Sa,BKK501250100,HC,70,TD,,17:55 Arribado,,2025-10-08T12:20:31.603837,,,
442.0,Exolgan,2025-10-09,1700,TCLU-551984-6,Aspee Monee,LDH/25/1676,  ,60,T,,19:43 Arribado,,2025-10-08T13:05:32.209705,,,
443.0,Exolgan,2025-10-09,1700,DFSU-675941-0,Mma Tex S.A.,NBOE25016542,HC,70,T,,19:50 Arribado,,2025-10-08T13:05:32.322134,,,
453.0,Exolgan,2025-10-09,1700,TXGU-889833-7,Mercovan Argentina S.A.,MEDURN002197,DC,30,TD,,21:38 Arribado,,2025-10-08T19:35:32.824508,,,
427.0,Exolgan,2025-10-09,1900,MEDU-750504-4,Lift Van Int. Co S.A,MEDUHX076605,HC,70,TD,,22:10 Arribado,,2025-10-08T12:35:32.23749,,,
441.0,Exolgan,2025-10-09,1900,BEAU-423367-2,Aspee Monee,LDH/25/1693,HC,70,T,,22:21 Arribado,,2025-10-08T13:05:32.092996,,,
454.0,Exolgan,2025-10-09,2100,MSMU-581137-3,Ledorot S.A.,GILNB250700556,DC,60,T,,23:00 Arribado,,2025-10-08T19:35:32.961466,,,
437.0,Exolgan,2025-10-09,2100,MSNU-796555-6,Tio Musa,SYNCAN25SE070923,HC,70,T,,23:07 Arribado,,2025-10-08T12:50:32.664986,,,
461.0,Trp - Terminales 1-2-3,2025-10-10,500,TRHU-575912-8,Chelatex Sas,GILNB250800525,HC,70,T,,09:20 Arribado,,2025-10-09T15:35:33.096101,,,
438.0,Exolgan,2025-10-13,1300,SEGU-624001-3,Grupo Rsm Srl,MEDUHX432501,HC,70,TD,,19:20 Arribado,,2025-10-08T12:50:32.782179,,,
457.0,Trp - Terminales 1-2-3,2025-10-10,500,EMCU-840148-1,Aoda Sa,NB250865116,HC,70,T,,09:44 Arribado,,2025-10-09T14:50:32.004968,,,
467.0,Trp - Terminales 1-2-3,2025-10-10,500,CMAU-499067-3,Juliana Sa,NGP2684989,HC,70,T,,09:41 Arribado,,2025-10-09T17:05:32.117545,,,
459.0,Trp - Terminales 1-2-3,2025-10-10,500,TCNU-776719-7,Dmc Import Group S.R.L.,SY250764949,HC,70,T,,10:22 Arribado,,2025-10-09T15:05:31.845929,,,
462.0,Trp - Terminales 1-2-3,2025-10-10,500,GAOU-697818-5,Vc Textil Srl,GILNB250800439,HC,70,T,,10:33 Arribado,,2025-10-09T15:35:33.22314,,,
465.0,Terminal 4 - Maersk,2025-10-10,800,BMOU-310126-0,Arbrex Commercial Group Srl,SZX25080592A,DC,60,TD,,11:07 Arribado,,2025-10-09T17:05:31.895994,,,
468.0,Terminal 4 - Maersk,2025-10-10,700,TIIU-423700-0,Fedtex S.R.L,TWLE25070233,HC,70,T,,12:11 Arribado,,2025-10-09T17:05:32.224716,,,
460.0,Terminal 4 - Maersk,2025-10-10,800,JXLU-634246-4,Mibeda S.A.,TWLE25070218,HC,70,T,,12:17 Arribado,,2025-10-09T15:05:31.958701,,,
466.0,Terminal 4 - Maersk,2025-10-10,700,BEAU-633957-6,Jupam Sa,TWLE25070220,HC,70,T,,12:20 Arribado,,2025-10-09T17:05:32.016258,,,
464.0,Terminal 4 - Maersk,2025-10-10,1000,MRKU-018061-0,Arbrex Commercial Group Srl,TPSHNSG25086041,DC,60,TD,,13:28 Arribado,,2025-10-09T15:50:32.645382,,,
