Dia,Cliente,Conocim.,Contenedor,Envase,Cant.,Volumen,Ubic.,Estado,idcont,e-tally
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,5,-5,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,5,-5,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,5,-5,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,5,-5,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,5,-5,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,-10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,-10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,-10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,-10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,-10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,-10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,-10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,4,-5,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,4,-5,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,7,-8,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,7,-8,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,2,-2,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,2,-2,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,8,-9,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,8,-9,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,10,-11,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,10,-11,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,2,-2,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,2,-2,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,6,-7,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,6,-7,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,5,-6,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,5,-6,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Vc Textil Srl,TWLE25030178,BEAU-508654-0,Contenedor,1,0,PLZA,Pendiente,,
2025-05-23,Jupam Sa,NB250257450,TCNU-785374-1,Contenedor,1,0,PLZA,Pendiente,,
2025-05-23,Moniport Cargo Sa,KR35718,MSDU-636578-9,Bultos,221,-38,IB7,Pendiente,1879,http://dassa.mqbic.com/PublicTally.php?id=1879
2025-05-23,Jupam Sa,TSSZ2503085,TIIU-507175-8,Contenedor,1,0,PLZA,Pendiente,,
2025-05-23,Edelweiss Spedition ...,143STO25,             ,Bultos,1,-3,NV2,Pendiente,,
2025-05-23,Jupam Sa,NB240948328,ONEU-021420-4,Rollos,723,-68,CTNNAC,Pendiente,964,http://dassa.mqbic.com/PublicTally.php?id=964
2025-05-23,Edelweiss Spedition ...,EDWBUE25050001,HAMU-103253-7,Bultos,128,-29,EP-IM,Pendiente,1801,http://dassa.mqbic.com/PublicTally.php?id=1801
2025-05-23,Jupam Sa,NB250357979,ONEU-092318-0,Contenedor,1,0,PLZA,Pendiente,,
2025-05-27,Mercovan Argentina S...,MVANAM10042025,MEDU-514724-0,Bultos,121,-20,IA8,Pendiente,1846,http://dassa.mqbic.com/PublicTally.php?id=1846
2025-05-27,Mercovan Argentina S...,MVANAM10042025,MEDU-514724-0,Bultos,121,-20,IA8,Pendiente,1846,http://dassa.mqbic.com/PublicTally.php?id=1846
2025-05-27,Lift Van Int. Co S.A,LIFBUE25030004,MSDU-472068-9,Bultos,176,-37,IA9,Pendiente,1769,http://dassa.mqbic.com/PublicTally.php?id=1769
2025-05-27,Lift Van Int. Co S.A,LIFBUE25030004,MSDU-472068-9,Bultos,176,-37,IA9,Pendiente,1769,http://dassa.mqbic.com/PublicTally.php?id=1769
2025-05-28,Skinland S.R.L.,XMFZ2503003G,TCLU-470204-5,Bultos,18,-10,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Skinland S.R.L.,XMFZ2503003G,TCLU-470204-5,Bultos,18,-10,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Skinland S.R.L.,XMFZ2503003G,TCLU-470204-5,Bultos,18,-10,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Skinland S.R.L.,XMFZ2503003G,TCLU-470204-5,Bultos,18,-10,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Skinland S.R.L.,XMFZ2503003G,TCLU-470204-5,Bultos,18,-10,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Skinland S.R.L.,XMFZ2503003G,TCLU-470204-5,Bultos,18,-10,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Skinland S.R.L.,XMFZ2503003G,TCLU-470204-5,Bultos,18,-10,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Kompass S.R.L.,XMFZ2503003C,TCLU-470204-5,Bultos,3,-5,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Kompass S.R.L.,XMFZ2503003C,TCLU-470204-5,Bultos,3,-5,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Kompass S.R.L.,XMFZ2503003C,TCLU-470204-5,Bultos,3,-5,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Kompass S.R.L.,XMFZ2503003C,TCLU-470204-5,Bultos,3,-5,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Kompass S.R.L.,XMFZ2503003C,TCLU-470204-5,Bultos,3,-5,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Kompass S.R.L.,XMFZ2503003C,TCLU-470204-5,Bultos,3,-5,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Kompass S.R.L.,XMFZ2503003C,TCLU-470204-5,Bultos,3,-5,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-28,Lift Van Int. Co S.A,CL-1848.3003,             ,Bultos,168,-48,EP-IM,Pendiente,,
2025-05-28,Mercovan Argentina S...,MVANES20251704,HLBU-356069-9,Bultos,126,-23,EP-IM,Pendiente,1800,http://dassa.mqbic.com/PublicTally.php?id=1800
2025-05-29,Lift Van Int. Co S.A,LIFBUE25030003B,TEMU-105143-5,Bultos,1,-5,PA-A,Pendiente,1701,http://dassa.mqbic.com/PublicTally.php?id=1701
2025-05-29,Lift Van Int. Co S.A,LIFBUE25030003B,TEMU-105143-5,Bultos,1,-5,PA-A,Pendiente,1701,http://dassa.mqbic.com/PublicTally.php?id=1701
2025-05-29,Lift Van Int. Co S.A,LIFBUE25050001,HLXU-357086-3,Bultos,70,-7,EP-IM,Pendiente,1816,http://dassa.mqbic.com/PublicTally.php?id=1816
2025-05-29,Lam Wang Cheung,XMFZ2503003B,TCLU-470204-5,Bultos,174,-9,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Lam Wang Cheung,XMFZ2503003B,TCLU-470204-5,Bultos,174,-9,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Lam Wang Cheung,XMFZ2503003B,TCLU-470204-5,Bultos,174,-9,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Lam Wang Cheung,XMFZ2503003B,TCLU-470204-5,Bultos,174,-9,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Lam Wang Cheung,XMFZ2503003B,TCLU-470204-5,Bultos,174,-9,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Lam Wang Cheung,XMFZ2503003B,TCLU-470204-5,Bultos,174,-9,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Lam Wang Cheung,XMFZ2503003B,TCLU-470204-5,Bultos,174,-9,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Cl Global S.R.L.,XMFZ2503003A,TCLU-470204-5,Bultos,114,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Cl Global S.R.L.,XMFZ2503003A,TCLU-470204-5,Bultos,114,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Cl Global S.R.L.,XMFZ2503003A,TCLU-470204-5,Bultos,114,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Cl Global S.R.L.,XMFZ2503003A,TCLU-470204-5,Bultos,114,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Cl Global S.R.L.,XMFZ2503003A,TCLU-470204-5,Bultos,114,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Cl Global S.R.L.,XMFZ2503003A,TCLU-470204-5,Bultos,114,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Cl Global S.R.L.,XMFZ2503003A,TCLU-470204-5,Bultos,114,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Angel Humberto Salaz...,XMFZ2503003F,TCLU-470204-5,Bultos,6,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Angel Humberto Salaz...,XMFZ2503003F,TCLU-470204-5,Bultos,6,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Angel Humberto Salaz...,XMFZ2503003F,TCLU-470204-5,Bultos,6,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Angel Humberto Salaz...,XMFZ2503003F,TCLU-470204-5,Bultos,6,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Angel Humberto Salaz...,XMFZ2503003F,TCLU-470204-5,Bultos,6,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Angel Humberto Salaz...,XMFZ2503003F,TCLU-470204-5,Bultos,6,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Angel Humberto Salaz...,XMFZ2503003F,TCLU-470204-5,Bultos,6,-12,IB4,Pendiente,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-29,Mma Tex S.A.,HDE25-040117,CAAU-571342-5,Contenedor,1,0,PLZA,Pendiente,,
2025-05-29,Jupam Sa,TWLE25030024,GAOU-624476-7,Contenedor,1,0,PLZA,Pendiente,,
2025-05-30,Moniport Cargo Sa,SEA007925-1,MSDU-462797-7,Bultos,364,-40,NV2,Pendiente,1887,http://dassa.mqbic.com/PublicTally.php?id=1887
2025-05-30,Moniport Cargo Sa,SEA007925-1,MSDU-462797-7,Bultos,364,-40,NV2,Pendiente,1887,http://dassa.mqbic.com/PublicTally.php?id=1887
2025-05-30,Moniport Cargo Sa,SEA007925-1,MSDU-462797-7,Bultos,364,-40,NV2,Pendiente,1887,http://dassa.mqbic.com/PublicTally.php?id=1887
2025-05-30,Moniport Cargo Sa,SEA007925-2,MSDU-462797-7,Bultos,1,-10,PA-A,Pendiente,1887,http://dassa.mqbic.com/PublicTally.php?id=1887
2025-05-30,Moniport Cargo Sa,SEA007925-2,MSDU-462797-7,Bultos,1,-10,PA-A,Pendiente,1887,http://dassa.mqbic.com/PublicTally.php?id=1887
2025-05-30,Moniport Cargo Sa,SEA007925-2,MSDU-462797-7,Bultos,1,-10,PA-A,Pendiente,1887,http://dassa.mqbic.com/PublicTally.php?id=1887
2025-05-30,Raisvic S.R.L.,HDE25-040132,TGBU-457918-0,Contenedor,1,0,PLZA,Pendiente,,
2025-05-30,Aceros Fb S.R.L.,JCCM32296,MRKU-292715-6,Bultos,1,-12,PA-A,Pendiente,1828,http://dassa.mqbic.com/PublicTally.php?id=1828
2025-05-30,Aceros Fb S.R.L.,JCCM32193,GCXU-576756-0,Bultos,1,-12,PA-A,Pendiente,1859,http://dassa.mqbic.com/PublicTally.php?id=1859
2025-05-30,Sergio Gabriel Vazqu...,QGD1659738,TEMU-432037-4,Bultos,9,-21,EA9,Pendiente,1893,http://dassa.mqbic.com/PublicTally.php?id=1893
2025-05-30,Pantografos Cam Cnc ...,TCQD2503136,KOCU-453461-2,Bultos,7,-50,IA9,Pendiente,1889,http://dassa.mqbic.com/PublicTally.php?id=1889
2025-05-30,Pantografos Cam Cnc ...,TCQD2503136,HMMU-703868-8,Bultos,10,-50,IA8,Pendiente,1890,http://dassa.mqbic.com/PublicTally.php?id=1890
2025-05-30,Pantografos Cam Cnc ...,TCQD2503136,KOCU-474821-3,Bultos,15,-50,IA9,Pendiente,1891,http://dassa.mqbic.com/PublicTally.php?id=1891
2025-06-02,Mercovan Argentina S...,MVANLT20251704,SUDU-795258-4,Bultos,160,-30,EP-IM,Pendiente,1790,http://dassa.mqbic.com/PublicTally.php?id=1790
2025-06-02,Lift Van Int. Co S.A,LIFBUE25040008,FDCU-039208-8,Bultos,221,-38,IB8,Pendiente,1770,http://dassa.mqbic.com/PublicTally.php?id=1770
2025-06-04,Mercovan Argentina S...,MVANES20250430,CMAU-831928-3,Bultos,309,-62,IA8,Pendiente,1808,http://dassa.mqbic.com/PublicTally.php?id=1808
2025-06-04,Lift Van Int. Co S.A,LIFBUE25040006,DRYU-428677-0,Contenedor,1,-60,PLZA,Pendiente,,
2025-06-04,Ledorot S.A.,GILNB250300385,TEMU-699863-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-04,Curtiembre Infante S...,249002118,MRKU-881096-9,Pallets,20,-30,IB9,Pendiente,1553,http://dassa.mqbic.com/PublicTally.php?id=1553
2025-06-04,Grupo Simpa Sa,NBOBUE25040125,BEAU-512377-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-04,Grupo Simpa Sa,NBOBUE25040125,ZCSU-610934-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-04,Grupo Simpa Sa,NBOBUE25040125,LATU-500014-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-04,Juguetech Sa,SZXS064194,MSMU-545541-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-04,Juguetech Sa,SZXS064186,MSMU-806162-6,Contenedor,1,0,PLZA,Pendiente,,
2025-06-04,Raisvic S.R.L.,HDE25-050001,BMOU-537725-7,Contenedor,1,0,PLZA,Pendiente,,
2025-06-03,Lift Van Int. Co S.A,LIFBUE25040007,NYKU-474643-0,Bultos,198,-45,IA7,Pendiente,1768,http://dassa.mqbic.com/PublicTally.php?id=1768
2025-06-03,Rush Cargo Srl,AWSL288969,CBHU-448474-9,Bultos,77,-14,EP-IM,Pendiente,1897,http://dassa.mqbic.com/PublicTally.php?id=1897
2025-06-03,Lift Van Int. Co S.A,LIFBUE25050002,CAIU-320520-1,Bultos,89,-22,EP-IM,Pendiente,1810,http://dassa.mqbic.com/PublicTally.php?id=1810
2025-06-05,Mercovan Argentina S...,MVANLT20251003,SEGU-364018-7,Bultos,3,-17,NV5,Pendiente,1888,http://dassa.mqbic.com/PublicTally.php?id=1888
2025-06-05,Lift Van Int. Co S.A,LIFBUE25050005,MSMU-349070-0,Bultos,130,-25,ANEX-A1,Pendiente,1876,http://dassa.mqbic.com/PublicTally.php?id=1876
2025-06-05,Grupo Leal-Tex S.R.L...,GILSH250300142,FFAU-166016-7,Contenedor,1,0,PLZA,Pendiente,,
2025-06-05,Jupam Sa,TWLE25030216,EITU-163226-9,Contenedor,1,0,PLZA,Pendiente,,
2025-06-05,Jupam Sa,SS00006572,TLLU-489610-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-05,Jupam Sa,SS00006573,TLLU-599260-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-05,Cotton Work Srl,MEDUVO723997,GESU-134633-2,Bultos,206,-30,ANEX-A1,Pendiente,1745,http://dassa.mqbic.com/PublicTally.php?id=1745
2025-06-05,Mercovan Argentina S...,MVANES20252702,CSNU-628936-0,Bultos,250,-47,EP-IM,Pendiente,1690,http://dassa.mqbic.com/PublicTally.php?id=1690
2025-06-05,Ledorot S.A.,GILNB250400159,CAAU-590800-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-06,Lift Van Int. Co S.A,LIFBUE25050004,UACU-833760-7,Bultos,231,-50,N23-1,Pendiente,1855,http://dassa.mqbic.com/PublicTally.php?id=1855
2025-06-06,La Tela Srl,NBOE25013744,MEDU-879453-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-06,Leanval S.A.,GGLFE24110056,MRSU-699011-8,Bultos,28,-32,ANEX-A1,Pendiente,1209,http://dassa.mqbic.com/PublicTally.php?id=1209
2025-06-06,Jupam Sa,NB250358339,TCLU-845734-7,Contenedor,1,0,PLZA,Pendiente,,
2025-06-06,Danisco Argentina Sa,CL-1848.3008,             ,Pallets,3,-7,ANEX-A1,Pendiente,,
2025-06-10,La Tela Srl,GILNB250400112,MSMU-580481-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-10,La Tela Srl,NBOE25013743,TCLU-787917-9,Contenedor,1,0,PLZA,Pendiente,,
2025-06-10,Pantografos Cam Cnc ...,2GEO5030240,TGBU-777059-1,Bultos,6,-50,PLZA,Pendiente,1935,http://dassa.mqbic.com/PublicTally.php?id=1935
2025-06-10,Pantografos Cam Cnc ...,2GEO5030240,OOLU-054618-0,Bultos,8,-20,ANEX-A1,Pendiente,1934,http://dassa.mqbic.com/PublicTally.php?id=1934
2025-06-10,Pantografos Cam Cnc ...,2GEO5030001,CMAU-535957-5,Bultos,2,-50,ANEX-A1,Pendiente,1886,http://dassa.mqbic.com/PublicTally.php?id=1886
2025-06-10,Jupam Sa,SS00006349,GLDU-907073-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-10,Compañia Bulk S.A.,SY250358500,EMCU-161271-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Lift Van Int. Co S.A,LIFBUE25050003,OOCU-800499-7,Bultos,235,-40,IB9,Pendiente,1840,http://dassa.mqbic.com/PublicTally.php?id=1840
2025-06-09,Bisora Group Sa,NBOE25013713,TGBU-584955-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Chemotecnica Sa,ONEYMUF28075400,ONEU-043118-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Chemotecnica Sa,ONEYMUF28075400,ONEU-075481-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Awam Tex Srl,GILNB250301068,MSDU-537016-3,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Rb Global Srl,GILSH250300169,MSNU-804602-9,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Jupam Sa,SS00006349,GLDU-907073-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Jupam Sa,SS00006348,PCIU-911820-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Jupam Sa,SS00006555,PCIU-849354-1,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Jupam Sa,SS00006556,PCIU-948717-9,Contenedor,1,0,PLZA,Pendiente,,
2025-06-09,Jupam Sa,SS00006554,PCIU-879416-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-11,Chemotecnica Sa,VER250479-1,TCLU-655337-8,Pallets,18,-56,IB7,Pendiente,1947,http://dassa.mqbic.com/PublicTally.php?id=1947
2025-06-11,Kraster Argentina Sa,507816594TSN,HMMU-643528-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-11,Jakytextil S.A.,NBOE25014148,HAMU-416927-2,Contenedor,1,0,PLZA,Pendiente,,
2025-06-11,Compañia Bulk S.A.,SY250358495,ONEU-019573-7,Contenedor,1,0,PLZA,Pendiente,,
2025-06-11,Compañia Bulk S.A.,SY250358495,TCLU-782794-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-13,Textil Praga Srl,HDE25-040003A,TCNU-212440-7,Rollos,616,-42,CTNNAC,Pendiente,1904,http://dassa.mqbic.com/PublicTally.php?id=1904
2025-06-13,Textil Praga Srl,HDE25-040003A,TCNU-212440-7,Rollos,616,-42,CTNNAC,Pendiente,1904,http://dassa.mqbic.com/PublicTally.php?id=1904
2025-06-13,Textil Praga Srl,HDE25-040003B,TCNU-212440-7,Rollos,459,-28,CTNNAC,Pendiente,1904,http://dassa.mqbic.com/PublicTally.php?id=1904
2025-06-13,Textil Praga Srl,HDE25-040003B,TCNU-212440-7,Rollos,459,-28,CTNNAC,Pendiente,1904,http://dassa.mqbic.com/PublicTally.php?id=1904
2025-06-13,Textil Praga Srl,HDE25-040008A,BMOU-544952-6,Rollos,412,-30,CTNNAC,Pendiente,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-06-13,Textil Praga Srl,HDE25-040008A,BMOU-544952-6,Rollos,412,-30,CTNNAC,Pendiente,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-06-13,Textil Praga Srl,HDE25-040008B,BMOU-544952-6,Rollos,574,-30,CTNNAC,Pendiente,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-06-13,Textil Praga Srl,HDE25-040008B,BMOU-544952-6,Rollos,574,-30,CTNNAC,Pendiente,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-06-13,Textil Praga Srl,HDE25-040014A,BMOU-545334-1,Rollos,1299,-56,CTNNAC,Pendiente,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-06-13,Textil Praga Srl,HDE25-040014A,BMOU-545334-1,Rollos,1299,-56,CTNNAC,Pendiente,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-06-13,Textil Praga Srl,HDE25-040014B,BMOU-545334-1,Rollos,336,-12,CTNNAC,Pendiente,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-06-13,Textil Praga Srl,HDE25-040014B,BMOU-545334-1,Rollos,336,-12,CTNNAC,Pendiente,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-06-12,Telamania Srl,GILNB250400110,MSDU-751794-7,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Compañia Bulk S.A.,SY250358496,ONEU-031869-9,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Grouport Srl,SYNTAO24SE070474,PCIU-020309-7,Bultos,70,-14,ANEX-A1,Pendiente,758,http://dassa.mqbic.com/PublicTally.php?id=758
2025-06-12,Grouport Srl,SYNTAO24SE070474,PCIU-020309-7,Bultos,70,-14,ANEX-A1,Pendiente,758,http://dassa.mqbic.com/PublicTally.php?id=758
2025-06-12,Glamtex S.A.,NBOE25013921,MSMU-687008-8,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Raisvic S.R.L.,HDE25-040010,FFAU-487575-0,Rollos,1185,-68,CTNNAC,Pendiente,1901,http://dassa.mqbic.com/PublicTally.php?id=1901
2025-06-12,Raisvic S.R.L.,HDE25-040041A,EMCU-182703-2,Rollos,303,-25,CTNNAC,Pendiente,1905,http://dassa.mqbic.com/PublicTally.php?id=1905
2025-06-12,Raisvic S.R.L.,HDE25-040041A,EMCU-182703-2,Rollos,303,-25,CTNNAC,Pendiente,1905,http://dassa.mqbic.com/PublicTally.php?id=1905
2025-06-12,Raisvic S.R.L.,HDE25-040041B,EMCU-182703-2,Rollos,385,-40,CTNNAC,Pendiente,1905,http://dassa.mqbic.com/PublicTally.php?id=1905
2025-06-12,Raisvic S.R.L.,HDE25-040041B,EMCU-182703-2,Rollos,385,-40,CTNNAC,Pendiente,1905,http://dassa.mqbic.com/PublicTally.php?id=1905
2025-06-12,Fenisan S.A.,HBOL4064,HASU-117095-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Fenisan S.A.,252867483,HASU-402529-8,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,TWLE25040032,TXGU-569981-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,NB250358024,ONEU-122877-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,NB250357987,FFAU-184772-8,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,NB250358366,SEKU-440241-8,Contenedor,1,0,PLZA,Pendiente,,
